"","vehicle_make","vehicle_model","vehicle_year","vehicle_colour","vehicle_value","occurred_date","reported_date","weekday","recovered","year","theft_year"
"5257","DODG","R15",0,"BLK",0,"3/7/2022 5:00:00 AM","4/2/2022 4:00:00 AM","Mon","N",2022,2022
"5258","HYUN","PALI",2021,"WHI",0,"5/19/2022 4:00:00 AM","5/19/2022 4:00:00 AM","Thu","Y",2022,2022
"5259","MAZD","CX5",0,"RED",0,"5/19/2022 4:00:00 AM","5/19/2022 4:00:00 AM","Thu","N",2022,2022
"5260","JEEP","GLAD",2022,"BLK",0,"8/4/2022 4:00:00 AM","8/4/2022 4:00:00 AM","Thu","N",2022,2022
"5261","JEEP","WRG",2022,"GRY",0,"8/4/2022 4:00:00 AM","8/4/2022 4:00:00 AM","Thu","Y",2022,2022
"5262","TOYT","HIG",2019,"BLK",50000,"6/11/2022 4:00:00 AM","6/11/2022 4:00:00 AM","Sat","N",2022,2022
"5263","TOYT","HIG",2022,"WHI",82000,"11/5/2022 4:00:00 AM","11/6/2022 4:00:00 AM","Sat","N",2022,2022
"5264","JEEP","WRG",2021,"BLK",0,"12/9/2022 5:00:00 AM","12/9/2022 5:00:00 AM","Fri","Y",2022,2022
"5265","ACUR","RDX",2020,"WHI",0,"7/20/2022 4:00:00 AM","7/20/2022 4:00:00 AM","Wed","N",2022,2022
"5266","KUBO",NA,0,"ONG",30000,"7/19/2022 4:00:00 AM","7/18/2022 4:00:00 AM","Mon","N",2022,2022
"5267","LEXS","RX5",2017,"BLK",0,"3/25/2022 4:00:00 AM","3/25/2022 4:00:00 AM","Fri","N",2022,2022
"5268","FORD",NA,2020,"BLK",80000,"6/28/2022 4:00:00 AM","6/28/2022 4:00:00 AM","Mon","N",2022,2022
"5269","JEEP","GCH",2021,"WHI",91000,"10/25/2022 4:00:00 AM","10/25/2022 4:00:00 AM","Tue","N",2022,2022
"5270","HOND",NA,2021,"WHI",0,"7/12/2022 4:00:00 AM","7/12/2022 4:00:00 AM","Mon","Y",2022,2022
"5271","HOND","CRV",2022,"GRY",0,"7/19/2022 4:00:00 AM","7/20/2022 4:00:00 AM","Tue","Y",2022,2022
"5272","JEEP","GCH",2021,"GRY",60000,"11/11/2022 5:00:00 AM","11/11/2022 5:00:00 AM","Fri","Y",2022,2022
"5273","FORD","EXP",2020,"BLK",0,"5/25/2022 4:00:00 AM","5/25/2022 4:00:00 AM","Wed","Y",2022,2022
"5274","HOND","CRV",2020,"BLK",0,"7/12/2022 4:00:00 AM","7/12/2022 4:00:00 AM","Mon","N",2022,2022
"5275","FORD","SPE",2019,"GRY",28000,"5/7/2022 4:00:00 AM","5/7/2022 4:00:00 AM","Sat","Y",2022,2022
"5276","JEEP","GCH",2018,"GRY",0,"5/26/2022 4:00:00 AM","5/27/2022 4:00:00 AM","Thu","N",2022,2022
"5277","GMC","SAV",2019,"WHI",0,"8/24/2022 4:00:00 AM","8/25/2022 4:00:00 AM","Wed","Y",2022,2022
"5278","TOYT","HIG",2019,"BLK",0,"6/8/2022 4:00:00 AM","6/8/2022 4:00:00 AM","Wed","N",2022,2022
"5279","GMC","SAV",2018,"WHI",0,"9/2/2022 4:00:00 AM","9/6/2022 4:00:00 AM","Fri","N",2022,2022
"5280","FORD","F15",2018,"GRY",90000,"5/31/2022 4:00:00 AM","5/31/2022 4:00:00 AM","Tue","N",2022,2022
"5281","HOND","CRV",2011,"SIL",0,"6/13/2022 4:00:00 AM","6/13/2022 4:00:00 AM","Mon","Y",2022,2022
"5282","JEEP","CHK",0,"GRY",0,"4/7/2022 4:00:00 AM","4/8/2022 4:00:00 AM","Thu","Y",2022,2022
"5283","AUDI","AQ5",2013,"BLK",0,"4/6/2022 4:00:00 AM","4/6/2022 4:00:00 AM","Tue","N",2022,2022
"5284","HYUN","SAN",2019,"BLK",50000,"10/13/2022 4:00:00 AM","10/12/2022 4:00:00 AM","Wed","Y",2022,2022
"5285","MERZ",NA,2021,"BLK",0,"8/15/2022 4:00:00 AM","12/30/2022 5:00:00 AM","Mon","N",2022,2022
"5286","LEXS",NA,2020,"SIL",68500,"4/28/2022 4:00:00 AM","4/28/2022 4:00:00 AM","Wed","Y",2022,2022
"5287","TOYT","HIG",2019,"WHI",58973,"7/28/2022 4:00:00 AM","7/29/2022 4:00:00 AM","Thu","N",2022,2022
"5288","CHEV","MAL",2011,"WHI",0,"6/19/2022 4:00:00 AM","6/19/2022 4:00:00 AM","Sun","Y",2022,2022
"5289","FORD","F15",2021,"WHI",0,"6/22/2022 4:00:00 AM","6/22/2022 4:00:00 AM","Wed","Y",2022,2022
"5290","JEEP","GCK",2021,"BLK",0,"11/8/2022 5:00:00 AM","11/8/2022 5:00:00 AM","Tue","Y",2022,2022
"5291","LEXS","RX5",2017,"GRY",0,"7/11/2022 4:00:00 AM","7/12/2022 4:00:00 AM","Mon","N",2022,2022
"5292","HOND","CRV",2021,"BLU",0,"8/7/2022 4:00:00 AM","8/8/2022 4:00:00 AM","Sun","Y",2022,2022
"5293","DODG",NA,2021,"RED",50000,"11/11/2022 5:00:00 AM","11/11/2022 5:00:00 AM","Fri","Y",2022,2022
"5294","TOYT","HIG",2018,"RED",0,"6/19/2022 4:00:00 AM","6/19/2022 4:00:00 AM","Sun","N",2022,2022
"5295","JEEP",NA,2018,"GRY",0,"1/21/2022 5:00:00 AM","1/21/2022 5:00:00 AM","Thu","Y",2022,2022
"5296","TOYT","HIG",2021,"BLK",0,"9/1/2022 4:00:00 AM","9/2/2022 4:00:00 AM","Thu","Y",2022,2022
"5297","JEEP","GRA",2021,"WHI",0,"5/27/2022 4:00:00 AM","5/27/2022 4:00:00 AM","Fri","Y",2022,2022
"5298","JEEP","GCH",2015,"BLK",0,"5/29/2022 4:00:00 AM","5/29/2022 4:00:00 AM","Sat","N",2022,2022
"5299","DODG","DUR",2021,"BLK",0,"8/31/2022 4:00:00 AM","8/31/2022 4:00:00 AM","Tue","Y",2022,2022
"5300","JEEP","WRG",2021,"SIL",0,"2/6/2023 5:00:00 AM","2/6/2023 5:00:00 AM","Mon","N",2023,2023
"5301",NA,NA,2019,"WHI",0,"3/10/2023 5:00:00 AM","3/10/2023 5:00:00 AM","Fri","Y",2023,2023
"5302","HOND",NA,2020,"BLK",32000,"3/5/2023 5:00:00 AM","3/5/2023 5:00:00 AM","Sun","N",2023,2023
"5303","DODG","DUR",2021,"BLK",0,"2/10/2023 5:00:00 AM","2/10/2023 5:00:00 AM","Fri","N",2023,2023
"5304","RAM","DUR",2022,"WHI",0,"1/27/2023 5:00:00 AM","1/27/2023 5:00:00 AM","Thu","N",2023,2023
"5305","JEEP","WRG",2021,"GRY",0,"1/10/2023 5:00:00 AM","1/10/2023 5:00:00 AM","Tue","N",2023,2023
"5306","TOYT","RAV",2021,"BLK",0,"4/2/2023 4:00:00 AM","4/2/2023 4:00:00 AM","Sun","Y",2023,2023
"5307","DODG","R15",2022,"BLK",80000,"1/19/2023 5:00:00 AM","1/18/2023 5:00:00 AM","Wed","N",2023,2023
"5308","DODG","R15",2021,"BLK",0,"1/19/2023 5:00:00 AM","1/18/2023 5:00:00 AM","Wed","N",2023,2023
"5309","TOYT","HIG",2022,"BLK",0,"3/6/2023 5:00:00 AM","3/6/2023 5:00:00 AM","Sun","Y",2023,2023
"5310",NA,"42FK",0,NA,0,"3/12/2023 5:00:00 AM","3/12/2023 5:00:00 AM","Sat","N",2023,2023
"5311","JEEP","WRG",2019,"WHI",0,"3/6/2023 5:00:00 AM","3/6/2023 5:00:00 AM","Mon","N",2023,2023
"5312","JEEP","JJD",2021,"DGR",0,"3/8/2023 5:00:00 AM","3/8/2023 5:00:00 AM","Wed","Y",2023,2023
"5313","DODG","R15",2019,"WHI",50000,"2/17/2023 5:00:00 AM","2/17/2023 5:00:00 AM","Fri","Y",2023,2023
"5314","HOND","RW2",2020,"WHI",0,"3/16/2023 4:00:00 AM","3/16/2023 4:00:00 AM","Thu","N",2023,2023
"5315","JEEP","WUL",2021,"BLK",0,"3/31/2023 4:00:00 AM","3/31/2023 4:00:00 AM","Fri","N",2023,2023
"5316","JEEP",NA,2023,NA,55000,"3/8/2023 5:00:00 AM","3/8/2023 5:00:00 AM","Wed","Y",2023,2023
"5317","HOND","CRV",2022,"BLK",0,"3/5/2023 5:00:00 AM","3/5/2023 5:00:00 AM","Sat","Y",2023,2023
"5318","HOND","CRV",2022,"BLK",40000,"3/5/2023 5:00:00 AM","3/5/2023 5:00:00 AM","Sun","Y",2023,2023
"5319",NA,NA,2022,"BLK",64000,"2/1/2023 5:00:00 AM","2/1/2023 5:00:00 AM","Tue","Y",2023,2023
"5320","JEEP","HJG",2020,"BLK",0,"1/24/2023 5:00:00 AM","1/24/2023 5:00:00 AM","Mon","Y",2023,2023
"5321","HOND",NA,2022,"BLK",45000,"3/8/2023 5:00:00 AM","3/8/2023 5:00:00 AM","Tue","N",2023,2023
"5322","HOND","CRV",2020,"RED",0,"3/5/2023 5:00:00 AM","3/5/2023 5:00:00 AM","Sun","N",2023,2023
"5323","ACUR","RDX",2021,NA,45000,"3/8/2023 5:00:00 AM","3/8/2023 5:00:00 AM","Wed","N",2023,2023
"5324","TOYT","HIG",2021,"WHI",0,"2/26/2023 5:00:00 AM","2/25/2023 5:00:00 AM","Sat","Y",2023,2023
"5325","HOND","CIVI",2001,"SIL",0,"6/26/2018 4:00:00 AM","7/16/2018 4:00:00 AM","Tue","Y",2018,2018
"5326","TOYT","CAM",2015,"WHI",15000,"5/10/2018 4:00:00 AM","5/10/2018 4:00:00 AM","Wed","N",2018,2018
"5327","MAZD","MX6",2011,"SIL",0,"7/3/2018 4:00:00 AM","7/4/2018 4:00:00 AM","Tue","Y",2018,2018
"5328","TOYT","TAC",2007,"WHI",0,"4/20/2018 4:00:00 AM","4/20/2018 4:00:00 AM","Thu","Y",2018,2018
"5329","HOND","CIV",2016,"SIL",0,"6/24/2018 4:00:00 AM","6/24/2018 4:00:00 AM","Sun","Y",2018,2018
"5330","FORD","SPE",2017,"GRY",0,"10/1/2018 4:00:00 AM","10/1/2018 4:00:00 AM","Sun","Y",2018,2018
"5331","FORD","F35",2005,"RED",0,"8/2/2018 4:00:00 AM","8/7/2018 4:00:00 AM","Thu","N",2018,2018
"5332",NA,NA,0,"ONG",0,"10/9/2018 4:00:00 AM","10/8/2018 4:00:00 AM","Mon","N",2018,2018
"5333","BOCT","P250",0,NA,0,"5/16/2018 4:00:00 AM","5/16/2018 4:00:00 AM","Tue","Y",2018,2018
"5334","MERZ","2CA",2015,"WHI",0,"8/11/2019 4:00:00 AM","8/11/2019 4:00:00 AM","Sat","N",2019,2019
"5335","TOYT","HIG",2018,"GRY",65000,"10/4/2019 4:00:00 AM","10/5/2019 4:00:00 AM","Fri","N",2019,2019
"5336","TOYT","HIG",2017,"BLK",0,"9/16/2019 4:00:00 AM","9/16/2019 4:00:00 AM","Mon","Y",2019,2019
"5337","TOYT","HIG",2017,"BLK",0,"11/3/2019 4:00:00 AM","11/4/2019 5:00:00 AM","Sun","N",2019,2019
"5338","TOYT","4RN",2016,"WHI",0,"10/5/2019 4:00:00 AM","10/5/2019 4:00:00 AM","Fri","N",2019,2019
"5339","SUBA","IMP",2008,"BLK",10000,"5/4/2019 4:00:00 AM","5/4/2019 4:00:00 AM","Sat","Y",2019,2019
"5340","HOND","ACC",2019,"RED",0,"12/30/2019 5:00:00 AM","12/30/2019 5:00:00 AM","Mon","Y",2020,2020
"5341","LEXS","RX5",2017,"BLK",0,"12/4/2019 5:00:00 AM","12/4/2019 5:00:00 AM","Wed","N",2019,2019
"5342","LEXS",NA,2020,"WHI",0,"7/14/2020 4:00:00 AM","7/14/2020 4:00:00 AM","Mon","Y",2020,2020
"5343","HOND","CIV",2020,"GRY",0,"6/14/2020 4:00:00 AM","6/15/2020 4:00:00 AM","Sun","Y",2020,2020
"5344","TOYT","HIG",2017,"BRN",30000,"10/11/2020 4:00:00 AM","10/11/2020 4:00:00 AM","Sun","N",2020,2020
"5345","DODG","CAR",2013,"BLK",0,"8/7/2020 4:00:00 AM","8/7/2020 4:00:00 AM","Fri","Y",2020,2020
"5346","LEXS","RX3",2016,"BLK",0,"12/20/2020 5:00:00 AM","12/21/2020 5:00:00 AM","Sun","N",2020,2020
"5347","DODG","JOU",2013,"GRY",0,"1/23/2020 5:00:00 AM","1/23/2020 5:00:00 AM","Thu","Y",2020,2020
"5348","LEXS",NA,2018,"SIL",0,"6/3/2020 4:00:00 AM","6/3/2020 4:00:00 AM","Tue","N",2020,2020
"5349","TOYT","HIG",2018,"WHI",0,"12/7/2020 5:00:00 AM","12/7/2020 5:00:00 AM","Sun","N",2020,2020
"5350","TOYT","4RN",2018,"BLK",40000,"12/10/2020 5:00:00 AM","12/10/2020 5:00:00 AM","Thu","N",2020,2020
"5351","HYUN","ELN",2011,"BLK",0,"3/17/2020 4:00:00 AM","3/17/2020 4:00:00 AM","Tue","N",2020,2020
"5352","JAGU","FTP",2019,"WHI",0,"9/1/2020 4:00:00 AM","9/1/2020 4:00:00 AM","Mon","Y",2020,2020
"5353","FORD","EDG",2011,"GRY",0,"8/22/2020 4:00:00 AM","8/22/2020 4:00:00 AM","Fri","Y",2020,2020
"5354","TOYT","TAC",2018,"GRY",0,"12/7/2020 5:00:00 AM","12/7/2020 5:00:00 AM","Mon","N",2020,2020
"5355",NA,NA,0,NA,0,"9/4/2020 4:00:00 AM","9/3/2020 4:00:00 AM","Thu","N",2020,2020
"5356",NA,NA,0,NA,0,"9/4/2020 4:00:00 AM","9/3/2020 4:00:00 AM","Thu","N",2020,2020
"5357",NA,NA,0,NA,0,"9/4/2020 4:00:00 AM","9/3/2020 4:00:00 AM","Thu","N",2020,2020
"5358",NA,NA,0,NA,0,"9/4/2020 4:00:00 AM","9/3/2020 4:00:00 AM","Thu","N",2020,2020
"5359","DODG","AVN",2010,"WHI",0,"4/19/2020 4:00:00 AM","4/19/2020 4:00:00 AM","Sat","Y",2020,2020
"5360","FORD","EXL",2020,"WHI",0,"10/17/2020 4:00:00 AM","10/17/2020 4:00:00 AM","Fri","N",2020,2020
"5361","NISS","ALT",2010,"BLK",0,"11/25/2020 5:00:00 AM","11/25/2020 5:00:00 AM","Tue","Y",2020,2020
"5362","TOYT","HIG",2018,"RED",0,"9/10/2021 4:00:00 AM","9/10/2021 4:00:00 AM","Fri","Y",2021,2021
"5363","TOYT","RUN",2019,"BLK",0,"12/17/2021 5:00:00 AM","12/17/2021 5:00:00 AM","Fri","N",2021,2021
"5364","TOYT","4RN",2019,"WHI",0,"12/17/2021 5:00:00 AM","12/17/2021 5:00:00 AM","Fri","N",2021,2021
"5365","TOYT","HIG",2017,"BLK",0,"9/11/2021 4:00:00 AM","9/11/2021 4:00:00 AM","Sat","N",2021,2021
"5366","TOYT","TAC",2019,"GRY",0,"8/13/2021 4:00:00 AM","8/13/2021 4:00:00 AM","Fri","N",2021,2021
"5367","TOYT","CAM",2010,"GRY",0,"10/1/2021 4:00:00 AM","3/20/2023 4:00:00 AM","Fri","N",2021,2021
"5368","TOYT","HIG",2019,"RED",0,"11/15/2021 5:00:00 AM","11/15/2021 5:00:00 AM","Mon","N",2021,2021
"5369","TOYT","HIG",2019,"GRY",60000,"2/18/2021 5:00:00 AM","2/18/2021 5:00:00 AM","Thu","Y",2021,2021
"5370","DODG",NA,2011,"BLU",0,"4/3/2021 4:00:00 AM","4/3/2021 4:00:00 AM","Sat","Y",2021,2021
"5371","LEXS","350",2019,"WHI",0,"10/13/2021 4:00:00 AM","10/14/2021 4:00:00 AM","Wed","N",2021,2021
"5372","LEXS","RX3",2020,"SIL",57000,"8/11/2021 4:00:00 AM","8/11/2021 4:00:00 AM","Tue","N",2021,2021
"5373","VOLK","TIG",0,NA,50000,"6/20/2021 4:00:00 AM","7/7/2021 4:00:00 AM","Sun","N",2021,2021
"5374","TOYT","HIG",0,"WHI",0,"8/12/2021 4:00:00 AM","8/13/2021 4:00:00 AM","Thu","N",2021,2021
"5375","TOYT","TAC",2019,"BLK",50000,"9/11/2021 4:00:00 AM","9/11/2021 4:00:00 AM","Sat","N",2021,2021
"5376","LEXS",NA,2018,"WHI",0,"9/11/2021 4:00:00 AM","9/11/2021 4:00:00 AM","Sat","Y",2021,2021
"5377","TOYT","HIG",2017,"BLK",0,"9/10/2021 4:00:00 AM","9/10/2021 4:00:00 AM","Thu","N",2021,2021
"5378","JEEP","GCK",2021,"BLK",0,"4/19/2022 4:00:00 AM","4/19/2022 4:00:00 AM","Tue","N",2022,2022
"5379",NA,NA,2022,"SIL",0,"11/18/2022 5:00:00 AM","11/18/2022 5:00:00 AM","Fri","N",2022,2022
"5380","TOYT","HIG",2022,"WHI",53000,"3/7/2022 5:00:00 AM","3/7/2022 5:00:00 AM","Sun","Y",2022,2022
"5381","HOND","UDY",2021,"WHI",0,"8/26/2022 4:00:00 AM","8/26/2022 4:00:00 AM","Fri","Y",2022,2022
"5382","HOND","PIL",2021,"BLK",0,"11/16/2022 5:00:00 AM","11/16/2022 5:00:00 AM","Wed","Y",2022,2022
"5383","JEEP",NA,2020,"WHI",65000,"9/22/2022 4:00:00 AM","9/22/2022 4:00:00 AM","Thu","N",2022,2022
"5384","JEEP","CHK",2022,"RED",67000,"9/22/2022 4:00:00 AM","9/22/2022 4:00:00 AM","Wed","Y",2022,2022
"5385","JEEP","GCK",2020,"WHI",0,"4/19/2022 4:00:00 AM","4/19/2022 4:00:00 AM","Tue","N",2022,2022
"5386","CHEV","CV1",2019,"BLK",0,"8/3/2022 4:00:00 AM","8/11/2022 4:00:00 AM","Wed","N",2022,2022
"5387","TOYT","HIG",2019,"GRY",0,"4/25/2022 4:00:00 AM","4/25/2022 4:00:00 AM","Sun","N",2022,2022
"5388","DODG","R15",2022,"WHI",0,"11/18/2022 5:00:00 AM","11/18/2022 5:00:00 AM","Fri","N",2022,2022
"5389","TOYT","HIG",2022,"BLK",0,"11/30/2022 5:00:00 AM","11/30/2022 5:00:00 AM","Tue","Y",2022,2022
"5390","JEEP","GLAD",2022,"GRY",65000,"10/15/2022 4:00:00 AM","10/15/2022 4:00:00 AM","Sat","Y",2022,2022
"5391","JEEP","JJG",2020,"SIL",0,"10/14/2022 4:00:00 AM","10/14/2022 4:00:00 AM","Fri","N",2022,2022
"5392","TOYT","HIG",2019,"BLU",45000,"7/2/2022 4:00:00 AM","7/2/2022 4:00:00 AM","Sat","N",2022,2022
"5393","TOYT","HIG",2021,"BLU",0,"11/30/2022 5:00:00 AM","11/30/2022 5:00:00 AM","Tue","N",2022,2022
"5394","TOYT","HIG",2019,"BLK",0,"7/28/2022 4:00:00 AM","7/28/2022 4:00:00 AM","Thu","N",2022,2022
"5395","BMW","75X",2011,"BLK",0,"6/19/2022 4:00:00 AM","6/19/2022 4:00:00 AM","Sat","N",2022,2022
"5396","TOYT","HIG",2018,"WHI",45000,"9/2/2022 4:00:00 AM","9/2/2022 4:00:00 AM","Thu","N",2022,2022
"5397","ACUR","RDX",2020,"GRY",0,"3/11/2022 5:00:00 AM","3/11/2022 5:00:00 AM","Thu","N",2022,2022
"5398","JEEP","WRG",2021,"GRY",60000,"10/15/2022 4:00:00 AM","10/15/2022 4:00:00 AM","Sat","N",2022,2022
"5399","TOYT","HIG",2022,"BLU",0,"11/2/2022 4:00:00 AM","11/2/2022 4:00:00 AM","Tue","N",2022,2022
"5400","TOYT","HIG",2020,"GRY",0,"11/2/2022 4:00:00 AM","11/2/2022 4:00:00 AM","Wed","N",2022,2022
"5401","JEEP","GCH",2020,"WHI",0,"1/3/2022 5:00:00 AM","1/3/2022 5:00:00 AM","Mon","N",2022,2022
"5402","LEXS",NA,2019,"GRY",60000,"11/21/2022 5:00:00 AM","11/21/2022 5:00:00 AM","Mon","Y",2022,2022
"5403","TOYT","HIG",2021,"WHI",0,"8/25/2022 4:00:00 AM","8/25/2022 4:00:00 AM","Wed","Y",2022,2022
"5404","TOYT","HIG",2019,"WHI",0,"7/5/2022 4:00:00 AM","7/5/2022 4:00:00 AM","Tue","N",2022,2022
"5405","HOND",NA,2021,"WHI",40000,"7/19/2022 4:00:00 AM","7/19/2022 4:00:00 AM","Tue","N",2022,2022
"5406","HYUN",NA,2011,"WHI",0,"9/4/2022 4:00:00 AM","9/3/2022 4:00:00 AM","Sat","Y",2022,2022
"5407","HOND","PIL",2020,"BLK",50000,"7/1/2022 4:00:00 AM","7/1/2022 4:00:00 AM","Thu","N",2022,2022
"5408","HOND","UEX",2006,"BLU",0,"2/19/2022 5:00:00 AM","2/22/2022 5:00:00 AM","Fri","N",2022,2022
"5409","JEEP","JJG",2021,"GRY",0,"10/7/2022 4:00:00 AM","10/7/2022 4:00:00 AM","Fri","N",2022,2022
"5410","TOYT","HIG",2019,"WHI",0,"8/22/2022 4:00:00 AM","8/22/2022 4:00:00 AM","Mon","N",2022,2022
"5411","TOYT","HIG",2021,"WHI",0,"11/27/2022 5:00:00 AM","11/27/2022 5:00:00 AM","Sun","Y",2022,2022
"5412","TOYT","RUN",2015,"BLK",0,"9/2/2022 4:00:00 AM","9/3/2022 4:00:00 AM","Fri","N",2022,2022
"5413","HOND","CRV",2022,"GRY",0,"11/18/2022 5:00:00 AM","11/18/2022 5:00:00 AM","Thu","N",2022,2022
"5414","HOND","CRV",2022,"BLK",0,"10/26/2022 4:00:00 AM","10/26/2022 4:00:00 AM","Tue","Y",2022,2022
"5415","PORS","CAYE",2020,"GRY",0,"12/20/2022 5:00:00 AM","12/20/2022 5:00:00 AM","Tue","N",2022,2022
"5416","HOND",NA,2021,"WHI",0,"8/26/2022 4:00:00 AM","8/26/2022 4:00:00 AM","Fri","Y",2022,2022
"5417","JEEP","WRG",2021,"WHI",55000,"10/14/2022 4:00:00 AM","10/14/2022 4:00:00 AM","Thu","Y",2022,2022
"5418","JEEP","WUL",2022,"GRY",0,"10/7/2022 4:00:00 AM","10/7/2022 4:00:00 AM","Thu","Y",2022,2022
"5419","TOYT","HIG",2019,"BLK",0,"7/5/2022 4:00:00 AM","7/5/2022 4:00:00 AM","Mon","N",2022,2022
"5420","TOYT","HIG",2019,"BLU",0,"7/28/2022 4:00:00 AM","7/28/2022 4:00:00 AM","Thu","N",2022,2022
"5421","RAM","DUR",2021,"GRY",0,"10/14/2022 4:00:00 AM","10/14/2022 4:00:00 AM","Fri","N",2022,2022
"5422","ACUR","RDX",2021,"GRY",0,"3/11/2022 5:00:00 AM","3/11/2022 5:00:00 AM","Fri","Y",2022,2022
"5423","LEXS",NA,2020,"GRY",76000,"9/2/2022 4:00:00 AM","9/2/2022 4:00:00 AM","Fri","N",2022,2022
"5424","LEXS",NA,2016,"GRY",0,"3/7/2022 5:00:00 AM","3/7/2022 5:00:00 AM","Sun","N",2022,2022
"5425","JEEP","WRG",2022,"WHI",70000,"10/13/2022 4:00:00 AM","10/13/2022 4:00:00 AM","Wed","N",2022,2022
"5426","HOND","CRV",2021,"GRY",0,"9/22/2022 4:00:00 AM","9/22/2022 4:00:00 AM","Wed","N",2022,2022
"5427","JEEP","GCH",2021,NA,0,"8/3/2022 4:00:00 AM","8/3/2022 4:00:00 AM","Wed","N",2022,2022
"5428","TOYT","MTL",2016,"GRY",0,"5/16/2022 4:00:00 AM","5/16/2022 4:00:00 AM","Mon","Y",2022,2022
"5429","JEEP",NA,2020,"BLU",60000,"11/21/2022 5:00:00 AM","11/21/2022 5:00:00 AM","Sun","Y",2022,2022
"5430","DODG","DUR",2022,"WHI",0,"12/21/2022 5:00:00 AM","12/22/2022 5:00:00 AM","Wed","Y",2022,2022
"5431","JEEP","GCK",2020,"GRY",0,"4/19/2022 4:00:00 AM","4/19/2022 4:00:00 AM","Tue","N",2022,2022
"5432","TOYT","HIG",2019,"GRY",0,"4/25/2022 4:00:00 AM","4/25/2022 4:00:00 AM","Sun","N",2022,2022
"5433","JEEP","GCK",2021,"RED",0,"10/27/2022 4:00:00 AM","10/27/2022 4:00:00 AM","Thu","Y",2022,2022
"5434","RAM","DUR",2021,"RED",0,"7/12/2022 4:00:00 AM","7/12/2022 4:00:00 AM","Mon","Y",2022,2022
"5435","TOYT","HIG",2022,"WHI",55000,"2/8/2023 5:00:00 AM","2/8/2023 5:00:00 AM","Wed","N",2023,2023
"5436","HYUN","ESM",2018,"GRY",18000,"3/25/2023 4:00:00 AM","3/25/2023 4:00:00 AM","Fri","N",2023,2023
"5437","DODG","CARA",2014,"BLU",0,"4/3/2023 4:00:00 AM","4/2/2023 4:00:00 AM","Sun","N",2023,2023
"5438","TOYT","HIG",0,"BLU",56000,"2/8/2023 5:00:00 AM","2/8/2023 5:00:00 AM","Wed","Y",2023,2023
"5439","RAM","DUR",2022,"GRY",0,"2/10/2023 5:00:00 AM","2/10/2023 5:00:00 AM","Fri","Y",2023,2023
"5440",NA,"150",2022,"RED",90000,"3/6/2023 5:00:00 AM","3/6/2023 5:00:00 AM","Mon","Y",2023,2023
"5441","TOYT","RAV",2019,"WHI",25000,"3/22/2023 4:00:00 AM","3/22/2023 4:00:00 AM","Wed","N",2023,2023
"5442","RAM","15",2020,"GRY",0,"3/6/2023 5:00:00 AM","3/6/2023 5:00:00 AM","Mon","N",2023,2023
"5443","HOND","CRV",2017,"WHI",0,"3/15/2023 4:00:00 AM","3/15/2023 4:00:00 AM","Wed","Y",2023,2023
"5444","JEEP",NA,2020,"BLK",0,"2/13/2023 5:00:00 AM","2/13/2023 5:00:00 AM","Mon","N",2023,2023
"5445","CHEV","COL",2022,"BLK",48000,"2/6/2023 5:00:00 AM","2/5/2023 5:00:00 AM","Sun","Y",2023,2023
"5446","DODG","R15",2022,"BLU",80000,"1/27/2023 5:00:00 AM","1/27/2023 5:00:00 AM","Fri","N",2023,2023
"5447","JEEP","WRG",2022,"GRY",0,"3/21/2023 4:00:00 AM","3/21/2023 4:00:00 AM","Mon","Y",2023,2023
"5448","JEEP","WRG",2020,NA,0,"1/10/2023 5:00:00 AM","1/10/2023 5:00:00 AM","Mon","Y",2023,2023
"5449","JEEP","WRG",2020,"GRY",0,"3/18/2023 4:00:00 AM","3/18/2023 4:00:00 AM","Sat","Y",2023,2023
"5450","JEEP","WRG",2021,"WHI",0,"3/26/2023 4:00:00 AM","3/26/2023 4:00:00 AM","Sun","N",2023,2023
"5451","NISS","SEN",2021,"WHI",30000,"3/7/2023 5:00:00 AM","3/7/2023 5:00:00 AM","Tue","Y",2023,2023
"5452","TOYT","RV4",2019,"BLK",0,"4/17/2023 4:00:00 AM","4/18/2023 4:00:00 AM","Mon","Y",2023,2023
"5453","ACUR","RDX",2021,"RED",0,"4/15/2023 4:00:00 AM","4/15/2023 4:00:00 AM","Sat","Y",2023,2023
"5454","TOYT",NA,2020,"GRY",0,"5/7/2023 4:00:00 AM","5/7/2023 4:00:00 AM","Sun","N",2023,2023
"5455","TOYT","HIG",2020,"WHI",0,"5/5/2023 4:00:00 AM","5/5/2023 4:00:00 AM","Fri","Y",2023,2023
"5456","GMC","SRA",2023,"BLK",0,"4/25/2023 4:00:00 AM","4/26/2023 4:00:00 AM","Tue","N",2023,2023
"5457","TOYT","HIG",2020,"BLK",0,"5/1/2023 4:00:00 AM","5/2/2023 4:00:00 AM","Mon","N",2023,2023
"5458","FORD",NA,2022,"GRY",90000,"4/30/2023 4:00:00 AM","4/30/2023 4:00:00 AM","Sun","N",2023,2023
"5459","FORD",NA,2020,"BLK",70000,"4/30/2023 4:00:00 AM","4/30/2023 4:00:00 AM","Sun","N",2023,2023
"5460","GMC","SRA",2021,"GRY",0,"4/26/2023 4:00:00 AM","4/26/2023 4:00:00 AM","Wed","Y",2023,2023
"5461","AUDI","C4Q",2010,"SIL",0,"5/9/2018 4:00:00 AM","5/11/2018 4:00:00 AM","Wed","N",2018,2018
