OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,x,y
39429,2016,STEA,NA,CARRY,WHI,0,Fri,N,Stittsville,STITTSVILLE,Sector 13,11/19/2018 5:00:00 AM,11/16/2018 5:00:00 AM,2018,351693.797166885,5015204.43287232
39430,2009,NA,NA,NA,BLK,0,Fri,N,Stittsville,STITTSVILLE,Sector 13,11/19/2018 5:00:00 AM,11/16/2018 5:00:00 AM,2018,351693.797166885,5015204.43287232
39431,2017,CHEV,VOL,4DR,BLU,0,Sun,Y,Stittsville,STITTSVILLE,Sector 13,9/23/2018 4:00:00 AM,9/23/2018 4:00:00 AM,2018,351520.667134254,5013731.635277
39432,2017,DODG,R15,PICKUP,BLK,0,Mon,Y,Stittsville,STITTSVILLE,Sector 13,3/27/2018 4:00:00 AM,3/27/2018 4:00:00 AM,2018,349826.658621521,5016308.21615067
39433,2014,CANA,1000,OTHER,GRN,10000,Wed,N,Stittsville,RIDEAU-GOULBOURN,Sector 13,4/11/2018 4:00:00 AM,4/11/2018 4:00:00 AM,2018,347917.76800158,5015243.44087606
39434,2018,DODG,DUR,CARRY,BLK,60000,Tue,N,Stittsville,STITTSVILLE,Sector 13,3/16/2018 4:00:00 AM,3/14/2018 4:00:00 AM,2018,349101.18190953,5016999.01918233
39435,0,NA,NA,MOTO,BLK,0,Wed,Y,Stittsville,STITTSVILLE,Sector 13,6/20/2018 4:00:00 AM,6/20/2018 4:00:00 AM,2018,350914.785405148,5013093.41738684
39436,2017,FORD,EXL,CARRY,BLK,0,Sun,Y,Stittsville,STITTSVILLE,Sector 13,6/17/2018 4:00:00 AM,6/17/2018 4:00:00 AM,2018,351168.202286671,5011800.91347104
39437,2014,TOYT,COA,4DR,WHI,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,7/21/2018 4:00:00 AM,7/21/2018 4:00:00 AM,2018,348166.490889018,5014596.5191004
39438,2015,DODG,R15,PICKUP,WHI,0,Fri,N,Stittsville,STITTSVILLE,Sector 13,2/11/2018 5:00:00 AM,2/9/2018 5:00:00 AM,2018,351972.026450166,5014403.48640969
39439,2016,MERZ,GLE,CARRY,WHI,70000,Thu,N,Stittsville,STITTSVILLE,Sector 13,3/19/2018 4:00:00 AM,1/4/2018 5:00:00 AM,2018,350593.790507268,5015762.43886075
39440,2011,GMC,SIE,NA,GRY,20000,Mon,Y,Stittsville,STITTSVILLE,Sector 13,12/24/2018 5:00:00 AM,12/24/2018 5:00:00 AM,2018,349782.776565356,5012911.41821957
39441,2006,FORD,EC1,VAN,RED,0,Mon,N,Stittsville,STITTSVILLE,Sector 13,6/25/2018 4:00:00 AM,6/18/2018 4:00:00 AM,2018,348697.678743737,5014200.33793499
39442,2004,CASE,NA,OTHER,ONG,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,5/22/2018 4:00:00 AM,5/18/2018 4:00:00 AM,2018,348441.583642717,5013929.0033411
39443,2012,MAZD,M3,4DR,BLU,0,Thu,N,Stittsville,STITTSVILLE,Sector 13,5/11/2018 4:00:00 AM,5/10/2018 4:00:00 AM,2018,350987.790424449,5014442.42804779
39444,2008,HOND,ACC,2DR,WHI,9500,Sat,N,Stittsville,STITTSVILLE,Sector 13,4/27/2019 4:00:00 AM,4/27/2019 4:00:00 AM,2019,353457.270681642,5015761.02294989
39445,2006,VOLK,NA,CARRY,BLU,0,Sun,Y,Stittsville,STITTSVILLE,Sector 13,12/15/2019 5:00:00 AM,12/15/2019 5:00:00 AM,2019,353313.727250348,5014280.87694017
39446,2018,GMC,SAV,VAN,WHI,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,4/15/2019 4:00:00 AM,4/12/2019 4:00:00 AM,2019,350397.788377566,5015585.43774123
39447,0,DEER,6200,TRACT,GRN,0,Mon,N,Stittsville,RIDEAU-GOULBOURN,Sector 13,3/12/2019 4:00:00 AM,3/11/2019 4:00:00 AM,2019,346705.75718428,5015173.44397267
39448,2018,FORD,SPE,CARRY,BLK,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,6/8/2019 4:00:00 AM,6/8/2019 4:00:00 AM,2019,349821.029508142,5012592.04128517
39449,2017,NA,NA,OTHER,BLK,0,Sat,Y,Stittsville,RIDEAU-GOULBOURN,Sector 13,3/18/2019 4:00:00 AM,3/16/2019 4:00:00 AM,2019,347093.759013095,5014448.43729792
39450,0,NA,NA,OTHER,YELBLK,0,Sat,N,Stittsville,RIDEAU-GOULBOURN,Sector 13,3/18/2019 4:00:00 AM,3/16/2019 4:00:00 AM,2019,347093.759013095,5014448.43729792
39451,0,NA,NA,NA,NA,3000,Thu,N,Stittsville,STITTSVILLE,Sector 13,12/31/2019 5:00:00 AM,12/26/2019 5:00:00 AM,2019,350088.780365451,5013541.42225
39452,2017,NA,NA,NA,BLK,17000,Thu,N,Stittsville,STITTSVILLE,Sector 13,12/31/2019 5:00:00 AM,12/26/2019 5:00:00 AM,2019,350088.780365451,5013541.42225
39453,2017,NA,NA,NA,BLK,14000,Thu,N,Stittsville,STITTSVILLE,Sector 13,12/31/2019 5:00:00 AM,12/26/2019 5:00:00 AM,2019,350088.780365451,5013541.42225
39454,2009,MISK,NA,OTHER,BLK,13000,Fri,Y,Stittsville,STITTSVILLE,Sector 13,11/16/2019 5:00:00 AM,11/16/2019 5:00:00 AM,2019,350635.782456998,5012885.41633002
39455,1978,CHEV,CVT,2DR,SIL,0,Mon,Y,Stittsville,STITTSVILLE,Sector 13,3/6/2019 5:00:00 AM,2/4/2019 5:00:00 AM,2019,350569.070544616,5016754.48165834
39456,2019,VOLK,GOL,4DR,WHI,23000,Thu,Y,Stittsville,STITTSVILLE,Sector 13,6/3/2019 4:00:00 AM,5/30/2019 4:00:00 AM,2019,349054.677768985,5017058.51157947
39457,2018,HYUN,ELN,4DR,GRY,21000,Thu,Y,Stittsville,STITTSVILLE,Sector 13,6/3/2019 4:00:00 AM,5/30/2019 4:00:00 AM,2019,349054.677768985,5017058.51157947
39458,2019,TOYT,4RN,CARRY,GRY,53786,Mon,N,Stittsville,STITTSVILLE,Sector 13,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,2019,349054.677768985,5017058.51157947
39459,2019,TOYT,4RN,CARRY,WHI,55172,Mon,Y,Stittsville,STITTSVILLE,Sector 13,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,2019,349054.677768985,5017058.51157947
39460,2019,TOYT,4RN,CARRY,GRY,57215,Mon,Y,Stittsville,STITTSVILLE,Sector 13,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,2019,349054.677768985,5017058.51157947
39461,2019,TOYT,HIG,CARRY,WHI,55359,Mon,N,Stittsville,STITTSVILLE,Sector 13,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,2019,349054.677768985,5017058.51157947
39462,2019,TOYT,4RN,CARRY,BLK,57458,Mon,N,Stittsville,STITTSVILLE,Sector 13,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,2019,349054.677768985,5017058.51157947
39463,2019,TOYT,HIG,CARRY,GRY,57000,Mon,N,Stittsville,STITTSVILLE,Sector 13,6/24/2019 4:00:00 AM,6/24/2019 4:00:00 AM,2019,349054.677768985,5017058.51157947
39464,2016,LNDR,RRV,CARRY,WHI,81000,Thu,N,Stittsville,STITTSVILLE,Sector 13,10/31/2019 4:00:00 AM,10/24/2019 4:00:00 AM,2019,349054.677768985,5017058.51157947
39465,2015,FORD,F25,PICKUP,GRY,0,Tue,N,Stittsville,STITTSVILLE,Sector 13,9/4/2019 4:00:00 AM,9/4/2019 4:00:00 AM,2019,350547.755458309,5015241.467931
39466,2017,LNDR,NA,CARRY,GRY,0,Tue,N,Stittsville,STITTSVILLE,Sector 13,6/18/2019 4:00:00 AM,6/18/2019 4:00:00 AM,2019,349126.773736813,5013765.42636146
39467,0,NA,NA,NA,NA,3172,Mon,N,Stittsville,STITTSVILLE,Sector 13,7/18/2019 4:00:00 AM,7/16/2019 4:00:00 AM,2019,351321.587634034,5016622.35774921
39468,0,NA,NA,NA,YEL,2033,Mon,N,Stittsville,STITTSVILLE,Sector 13,7/18/2019 4:00:00 AM,7/16/2019 4:00:00 AM,2019,351321.587634034,5016622.35774921
39469,2013,INTL,40S,VAN,WHI,0,Sat,Y,Stittsville,STITTSVILLE,Sector 13,7/17/2019 4:00:00 AM,7/13/2019 4:00:00 AM,2019,349653.87972135,5015453.64905065
39470,2019,CHEV,SLV,PICKUP,BLK,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,5/19/2019 4:00:00 AM,5/18/2019 4:00:00 AM,2019,351193.794221731,5015443.43588775
39471,2017,FORD,F25,PICKUP,BLK,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,5/19/2019 4:00:00 AM,5/18/2019 4:00:00 AM,2019,351193.794221731,5015443.43588775
39472,2007,FORD,F35,PICKUP,WHI,0,Mon,Y,Stittsville,STITTSVILLE,Sector 13,5/27/2019 4:00:00 AM,5/27/2019 4:00:00 AM,2019,348804.772697794,5014359.43200029
39473,2016,FORD,FUS,4DR,BLU,0,Sat,N,Stittsville,KANATA SOUTH,Sector 13,2/23/2020 5:00:00 AM,2/15/2020 5:00:00 AM,2020,352097.770340778,5017051.59666674
39474,2018,CHEV,CRU,4DR,GRY,0,Mon,Y,Stittsville,STITTSVILLE,Sector 13,9/21/2020 4:00:00 AM,9/21/2020 4:00:00 AM,2020,352682.263513533,5015926.61062258
39475,2019,LEXS,NA,CARRY,GRY,0,Fri,N,Stittsville,STITTSVILLE,Sector 13,6/13/2020 4:00:00 AM,6/13/2020 4:00:00 AM,2020,348741.549595844,5014746.55074293
39476,2019,LINC,NAU,CARRY,BLU,0,Wed,Y,Stittsville,STITTSVILLE,Sector 13,7/30/2020 4:00:00 AM,7/30/2020 4:00:00 AM,2020,349974.777383914,5012793.41639587
39477,2020,LEXS,RX3,CARRY,GRY,42950,Tue,N,Stittsville,STITTSVILLE,Sector 13,10/14/2020 4:00:00 AM,10/14/2020 4:00:00 AM,2020,351376.787271349,5012460.41037486
39478,2006,SUBA,6G2,2DR,GRY,0,Thu,N,Stittsville,STITTSVILLE,Sector 13,11/17/2020 5:00:00 AM,9/10/2020 4:00:00 AM,2020,350297.782549628,5013616.42220389
39479,2019,TOYT,NA,CARRY,WHI,0,Wed,N,Stittsville,STITTSVILLE,Sector 13,10/15/2020 4:00:00 AM,10/15/2020 4:00:00 AM,2020,351482.228461213,5012339.33972977
39480,2012,CHEV,CRU,4DR,WHI,0,Wed,Y,Stittsville,STITTSVILLE,Sector 13,1/8/2020 5:00:00 AM,1/9/2020 5:00:00 AM,2020,351117.786286638,5012739.41333113
39481,2015,CHRY,TNC,VAN,BGE,0,Sat,Y,Stittsville,STITTSVILLE,Sector 13,2/15/2020 5:00:00 AM,2/15/2020 5:00:00 AM,2020,350520.441512361,5016710.21678311
39482,2020,MERZ,C36,4DR,BLK,0,Wed,Y,Stittsville,STITTSVILLE,Sector 13,11/13/2020 5:00:00 AM,11/4/2020 5:00:00 AM,2020,349054.677768985,5017058.51157947
39483,2018,LEXS,RX5,CARRY,WHI,64000,Wed,N,Stittsville,STITTSVILLE,Sector 13,7/1/2020 4:00:00 AM,7/1/2020 4:00:00 AM,2020,350633.546310908,5011575.18856264
39484,0,DODG,2500,PICKUP,DGR,0,Sat,N,Stittsville,STITTSVILLE,Sector 13,6/22/2020 4:00:00 AM,6/7/2020 4:00:00 AM,2020,350397.788377566,5015585.43774123
39485,2019,TOYT,4RN,CARRY,BLK,80000,Mon,N,Stittsville,STITTSVILLE,Sector 13,5/4/2021 4:00:00 AM,5/3/2021 4:00:00 AM,2021,353278.931218258,5014452.37146517
39486,2018,HOND,CRV,CARRY,BLU,0,Sat,Y,Stittsville,KANATA SOUTH,Sector 13,3/8/2021 5:00:00 AM,3/7/2021 5:00:00 AM,2021,352097.770340778,5017051.59666674
39487,2018,LEXS,NA,CARRY,WHI,0,Sat,N,Stittsville,STITTSVILLE,Sector 13,8/7/2021 4:00:00 AM,8/7/2021 4:00:00 AM,2021,352887.41585129,5015872.56511013
39488,2017,AUDI,AQ5,CARRY,BLU,0,Tue,Y,Stittsville,STITTSVILLE,Sector 13,3/30/2021 4:00:00 AM,3/30/2021 4:00:00 AM,2021,353547.70618963,5014973.21180708
39489,2016,ACUR,ILX,4DR,GRY,20000,Thu,Y,Stittsville,STITTSVILLE,Sector 13,4/23/2021 4:00:00 AM,4/23/2021 4:00:00 AM,2021,353103.892921272,5015647.14857481
39490,0,TOYT,HIG,NA,GRY,0,Fri,N,Stittsville,STITTSVILLE,Sector 13,2/13/2021 5:00:00 AM,2/13/2021 5:00:00 AM,2021,352274.461042289,5015982.71983986
39491,2021,NA,NA,NA,BLK,3000,Mon,N,Stittsville,KANATA SOUTH,Sector 13,10/18/2021 4:00:00 AM,10/18/2021 4:00:00 AM,2021,352097.770340778,5017051.59666674
39492,2006,FORD,F15,PICKUP,GLD,0,Fri,N,Stittsville,STITTSVILLE,Sector 13,12/29/2021 5:00:00 AM,10/15/2021 4:00:00 AM,2021,352701.011933012,5015063.86709447
39493,2015,NISS,VER,4DR,BLK,0,Sat,Y,Stittsville,STITTSVILLE,Sector 13,10/4/2021 4:00:00 AM,7/3/2021 4:00:00 AM,2021,350962.7923967,5015541.43698548
39494,2016,TOYT,4RN,CARRY,WHI,35000,Thu,Y,Stittsville,STITTSVILLE,Sector 13,3/4/2021 5:00:00 AM,3/4/2021 5:00:00 AM,2021,348597.76864408,5013579.42634558
39495,1986,GLEN,260,NA,WHI,0,Fri,Y,Stittsville,RIDEAU-GOULBOURN,Sector 13,8/6/2021 4:00:00 AM,8/6/2021 4:00:00 AM,2021,346936.757155134,5014304.43728798
39496,2020,FORD,EPT,CARRY,GRY,0,Thu,N,Stittsville,STITTSVILLE,Sector 13,6/24/2021 4:00:00 AM,6/24/2021 4:00:00 AM,2021,349675.787756969,5017364.45371404
39497,2019,TOYT,4RN,CARRY,BLK,0,Tue,N,Stittsville,STITTSVILLE,Sector 13,2/24/2021 5:00:00 AM,2/23/2021 5:00:00 AM,2021,350569.070544616,5016754.48165834
39498,2021,JEEP,WRG,CARRY,WHI,0,Sat,Y,Stittsville,STITTSVILLE,Sector 13,2/8/2021 5:00:00 AM,2/6/2021 5:00:00 AM,2021,349054.677768985,5017058.51157947
39499,2017,TOYT,TAC,PICKUP,ONG,0,Fri,N,Stittsville,STITTSVILLE,Sector 13,9/24/2021 4:00:00 AM,9/24/2021 4:00:00 AM,2021,350777.167368334,5011515.85548865
39500,2017,LEXS,RX5,CARRY,GRY,0,Mon,Y,Stittsville,STITTSVILLE,Sector 13,10/18/2021 4:00:00 AM,10/18/2021 4:00:00 AM,2021,350277.662408094,5016152.36175951
39501,2017,LEXS,RX5,CARRY,WHI,0,Sun,Y,Stittsville,STITTSVILLE,Sector 13,10/18/2021 4:00:00 AM,10/17/2021 4:00:00 AM,2021,350371.97739434,5016156.51280333
39502,2019,TOYT,HIG,CARRY,GRY,0,Wed,N,Stittsville,STITTSVILLE,Sector 13,2/24/2021 5:00:00 AM,2/24/2021 5:00:00 AM,2021,350384.687257513,5016036.88377745
39503,0,TOYT,HIG,CARRY,SIL,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,12/31/2021 5:00:00 AM,12/31/2021 5:00:00 AM,2021,350807.144295583,5011599.90856662
39504,2004,FORD,SRW,PICKUP,ONG,0,Thu,Y,Stittsville,STITTSVILLE,Sector 13,3/4/2021 5:00:00 AM,3/4/2021 5:00:00 AM,2021,350397.788377566,5015585.43774123
39505,2019,TOYT,HIG,CARRY,GRY,0,Tue,N,Stittsville,RIDEAU-GOULBOURN,Sector 13,9/7/2021 4:00:00 AM,9/7/2021 4:00:00 AM,2021,351408.330110378,5011899.14445511
39506,2017,LEXS,NX3,CARRY,GRY,0,Thu,N,Stittsville,STITTSVILLE,Sector 13,9/3/2021 4:00:00 AM,9/2/2021 4:00:00 AM,2021,349867.136630131,5012356.83357322
39507,2003,FORD,SRW,PICKUP,WHI,0,Mon,N,Stittsville,STITTSVILLE,Sector 13,3/24/2021 4:00:00 AM,3/22/2021 4:00:00 AM,2021,350738.086598403,5015503.16468447
39508,2019,TOYT,HIG,CARRY,WHI,0,Tue,N,Stittsville,STITTSVILLE,Sector 13,2/24/2021 5:00:00 AM,2/24/2021 5:00:00 AM,2021,349642.888548734,5016438.01462387
39509,2019,TOYT,HIG,CARRY,WHI,45000,Mon,N,Stittsville,STITTSVILLE,Sector 13,9/7/2021 4:00:00 AM,9/7/2021 4:00:00 AM,2021,351694.663058195,5012306.54536676
39510,2022,HOND,CRV,CARRY,BLK,0,Tue,N,Stittsville,STITTSVILLE,Sector 13,8/10/2022 4:00:00 AM,8/9/2022 4:00:00 AM,2022,352706.809071891,5015175.22788906
39511,2020,DODG,R25,PICKUP,SIL,0,Fri,N,Stittsville,STITTSVILLE,Sector 13,10/21/2022 4:00:00 AM,10/21/2022 4:00:00 AM,2022,352913.725102778,5015316.45692224
39512,2020,HOND,CRV,CARRY,WHI,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,9/9/2022 4:00:00 AM,9/9/2022 4:00:00 AM,2022,353268.716055937,5015593.36919502
39513,2022,HOND,UDY,CARRY,BLK,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,8/19/2022 4:00:00 AM,8/19/2022 4:00:00 AM,2022,353266.689990693,5015832.34916941
39514,2019,FORD,F15,PICKUP,BLK,0,Thu,Y,Stittsville,STITTSVILLE,Sector 13,1/14/2022 5:00:00 AM,1/14/2022 5:00:00 AM,2022,352701.011933012,5015063.86709447
39515,2021,HOND,CRV,CARRY,GRY,0,Fri,N,Stittsville,STITTSVILLE,Sector 13,8/20/2022 4:00:00 AM,8/20/2022 4:00:00 AM,2022,352247.882906053,5016360.59510763
39516,2020,HOND,NA,CARRY,GRY,45000,Sat,N,Stittsville,STITTSVILLE,Sector 13,8/14/2022 4:00:00 AM,8/14/2022 4:00:00 AM,2022,353432.156101735,5015143.21997862
39517,0,NIU,KQI3,OTHER,BLK,1300,Fri,N,Stittsville,STITTSVILLE,Sector 13,8/12/2022 4:00:00 AM,8/12/2022 4:00:00 AM,2022,353481.731842937,5015035.39107396
39518,2020,JEEP,GCH,CARRY,WHI,0,Wed,Y,Stittsville,STITTSVILLE,Sector 13,11/10/2022 5:00:00 AM,11/9/2022 5:00:00 AM,2022,353481.731842937,5015035.39107396
39519,2021,NA,NA,PICKUP,GRY,60000,Mon,N,Stittsville,STITTSVILLE,Sector 13,12/12/2022 5:00:00 AM,12/12/2022 5:00:00 AM,2022,353307.059156514,5014679.22264084
39520,2020,LAMO,CSV,2DR,PLE,0,Thu,Y,Stittsville,STITTSVILLE,Sector 13,11/14/2022 5:00:00 AM,11/10/2022 5:00:00 AM,2022,352701.011933012,5015063.86709447
39521,2021,JEEP,NA,CARRY,GRY,50000,Fri,Y,Stittsville,STITTSVILLE,Sector 13,10/21/2022 4:00:00 AM,10/21/2022 4:00:00 AM,2022,353426.745632855,5015536.57238847
39522,2020,JEEP,GCK,CARRY,WHI,0,Tue,Y,Stittsville,STITTSVILLE,Sector 13,9/13/2022 4:00:00 AM,9/13/2022 4:00:00 AM,2022,352887.41585129,5015872.56511013
39523,2020,HOND,UDY,CARRY,WHI,0,Wed,N,Stittsville,STITTSVILLE,Sector 13,6/16/2022 4:00:00 AM,6/16/2022 4:00:00 AM,2022,352925.468360802,5015834.51274732
39524,2022,FORD,EPT,CARRY,BLK,0,Thu,Y,Stittsville,STITTSVILLE,Sector 13,6/3/2022 4:00:00 AM,6/3/2022 4:00:00 AM,2022,352967.371973561,5014497.98629255
39525,2019,TOYT,HIG,CARRY,WHI,0,Sun,N,Stittsville,STITTSVILLE,Sector 13,6/27/2022 4:00:00 AM,6/26/2022 4:00:00 AM,2022,353124.969000884,5015067.32488184
39526,2021,DODG,DUR,CARRY,GRY,50000,Thu,Y,Stittsville,STITTSVILLE,Sector 13,11/10/2022 5:00:00 AM,11/10/2022 5:00:00 AM,2022,352647.520016111,5015896.83057242
39527,2020,LEXS,RX3,CARRY,BLK,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,3/25/2022 4:00:00 AM,3/25/2022 4:00:00 AM,2022,352459.862129295,5016247.18352589
39528,2018,CHEV,EXP,NA,WHI,0,Sun,Y,Stittsville,STITTSVILLE,Sector 13,6/19/2022 4:00:00 AM,6/19/2022 4:00:00 AM,2022,352247.882906053,5016360.59510763
39529,2022,HOND,NA,CARRY,GRY,45000,Tue,N,Stittsville,STITTSVILLE,Sector 13,8/17/2022 4:00:00 AM,8/17/2022 4:00:00 AM,2022,353202.519277931,5015535.06756239
39530,2021,JEEP,WUL,CARRY,GRY,0,Tue,Y,Stittsville,STITTSVILLE,Sector 13,11/16/2022 5:00:00 AM,11/16/2022 5:00:00 AM,2022,353202.519277931,5015535.06756239
39531,2019,FORD,SPE,CARRY,WHI,0,Wed,Y,Stittsville,STITTSVILLE,Sector 13,7/27/2022 4:00:00 AM,7/27/2022 4:00:00 AM,2022,353531.73650143,5014930.69857362
39532,2020,TOYT,NA,4DR,BLU,0,Tue,Y,Stittsville,STITTSVILLE,Sector 13,9/20/2022 4:00:00 AM,9/20/2022 4:00:00 AM,2022,353734.689571351,5014748.99994464
39533,2022,HOND,CRV,CARRY,WHI,40000,Wed,N,Stittsville,STITTSVILLE,Sector 13,6/16/2022 4:00:00 AM,6/16/2022 4:00:00 AM,2022,352980.882947327,5015530.74162484
39534,2010,FORD,NA,VAN,WHI,0,Sun,Y,Stittsville,STITTSVILLE,Sector 13,3/14/2022 4:00:00 AM,3/13/2022 5:00:00 AM,2022,353216.404040943,5014396.29276821
39535,2022,TOYT,HIG,CARRY,WHI,0,Sat,N,Stittsville,STITTSVILLE,Sector 13,11/6/2022 4:00:00 AM,11/6/2022 4:00:00 AM,2022,352825.918801536,5014796.97614586
39536,0,FORD,F15,PICKUP,GRY,0,Thu,Y,Stittsville,STITTSVILLE,Sector 13,10/20/2022 4:00:00 AM,10/20/2022 4:00:00 AM,2022,349911.78959473,5017527.4544795
39537,2022,NA,NA,PICKUP,BLK,0,Wed,N,Stittsville,STITTSVILLE,Sector 13,11/16/2022 5:00:00 AM,11/16/2022 5:00:00 AM,2022,349911.78959473,5017527.4544795
39538,2022,DODG,R15,PICKUP,BLK,70000,Wed,N,Stittsville,STITTSVILLE,Sector 13,12/14/2022 5:00:00 AM,12/14/2022 5:00:00 AM,2022,349911.78959473,5017527.4544795
39539,2022,DODG,R15,PICKUP,BLK,0,Thu,N,Stittsville,STITTSVILLE,Sector 13,10/27/2022 4:00:00 AM,10/27/2022 4:00:00 AM,2022,350163.791505653,5017571.4544532
39540,2016,FORD,COF,NA,WHI,0,Tue,N,Stittsville,STITTSVILLE,Sector 13,5/31/2022 4:00:00 AM,5/31/2022 4:00:00 AM,2022,350555.09431464,5015050.34008914
39541,2020,HOND,UDY,CARRY,BLK,0,Mon,Y,Stittsville,RIDEAU-GOULBOURN,Sector 13,7/12/2022 4:00:00 AM,7/12/2022 4:00:00 AM,2022,348336.019876776,5014950.03002758
39542,2017,TOYT,HIG,CARRY,BLK,0,Tue,N,Stittsville,STITTSVILLE,Sector 13,7/12/2022 4:00:00 AM,7/12/2022 4:00:00 AM,2022,348596.546763757,5014561.76697339
39543,2020,LEXS,NX3,CARRY,SIL,50000,Thu,Y,Stittsville,STITTSVILLE,Sector 13,4/28/2022 4:00:00 AM,4/28/2022 4:00:00 AM,2022,351430.630273219,5012399.1292642
39544,2021,HOND,UDY,CARRY,WHI,0,Sun,N,Stittsville,STITTSVILLE,Sector 13,6/20/2022 4:00:00 AM,6/20/2022 4:00:00 AM,2022,349608.780496855,5014908.43414696
39545,2021,LINC,NAL,CARRY,BLK,0,Fri,N,Stittsville,STITTSVILLE,Sector 13,6/4/2022 4:00:00 AM,6/4/2022 4:00:00 AM,2022,349853.93656405,5012523.39150343
39546,2016,GMC,SRA,PICKUP,BLK,0,Sat,Y,Stittsville,RIDEAU-GOULBOURN,Sector 13,12/10/2022 5:00:00 AM,12/11/2022 5:00:00 AM,2022,347507.763834045,5015218.44203937
39547,2021,HOND,CRV,CARRY,GRY,0,Mon,Y,Stittsville,STITTSVILLE,Sector 13,7/12/2022 4:00:00 AM,7/12/2022 4:00:00 AM,2022,349354.304575202,5012915.08127175
39548,2021,DODG,NA,CARRY,RED,57000,Mon,Y,Stittsville,STITTSVILLE,Sector 13,10/31/2022 4:00:00 AM,10/31/2022 4:00:00 AM,2022,350297.782549628,5013616.42220389
39549,0,HOND,CRV,CARRY,GRY,28000,Sun,Y,Stittsville,STITTSVILLE,Sector 13,11/27/2022 5:00:00 AM,11/27/2022 5:00:00 AM,2022,351281.791158017,5014255.42616833
39550,2021,HOND,CRV,CARRY,WHI,0,Sun,Y,Stittsville,STITTSVILLE,Sector 13,11/27/2022 5:00:00 AM,11/27/2022 5:00:00 AM,2022,351520.667134254,5013731.635277
39551,2015,HYUN,GRU,2DR,BLU,0,Mon,Y,Stittsville,STITTSVILLE,Sector 13,12/5/2022 5:00:00 AM,12/5/2022 5:00:00 AM,2022,350467.439748192,5013073.63188675
39552,2021,JEEP,GCH,CARRY,BLK,78000,Fri,Y,Stittsville,STITTSVILLE,Sector 13,11/11/2022 5:00:00 AM,11/11/2022 5:00:00 AM,2022,350239.899312211,5015303.07282704
39553,0,JEEP,CHK,NA,NA,0,Wed,Y,Stittsville,STITTSVILLE,Sector 13,3/30/2022 4:00:00 AM,3/30/2022 4:00:00 AM,2022,350520.724271036,5016840.51832017
39554,2020,JEEP,GCH,CARRY,WHI,40000,Tue,N,Stittsville,RIDEAU-GOULBOURN,Sector 13,4/5/2022 4:00:00 AM,4/5/2022 4:00:00 AM,2022,352018.328783931,5012426.90617647
39555,2021,HOND,NA,CARRY,WHI,0,Fri,Y,Stittsville,STITTSVILLE,Sector 13,8/19/2022 4:00:00 AM,8/19/2022 4:00:00 AM,2022,351815.35107097,5014729.95785515
39556,2021,TOYT,RV4,CARRY,RED,0,Sun,N,Stittsville,STITTSVILLE,Sector 13,9/26/2022 4:00:00 AM,9/25/2022 4:00:00 AM,2022,350267.837411597,5016712.51381264
39557,2021,JEEP,CHK,NA,GRY,0,Mon,Y,Stittsville,STITTSVILLE,Sector 13,4/5/2022 4:00:00 AM,4/5/2022 4:00:00 AM,2022,350664.782441552,5012450.41229778
39558,0,NA,NA,NA,BLK,0,Fri,N,Stittsville,RIDEAU-GOULBOURN,Sector 13,7/8/2022 4:00:00 AM,7/8/2022 4:00:00 AM,2022,347917.76800158,5015243.44087606
39559,2020,HOND,UDY,CARRY,BLU,0,Sun,N,Stittsville,STITTSVILLE,Sector 13,8/28/2022 4:00:00 AM,8/28/2022 4:00:00 AM,2022,351016.027352565,5012033.74059515
39560,2021,DODG,DUR,CARRY,GRY,65000,Thu,Y,Stittsville,STITTSVILLE,Sector 13,9/1/2022 4:00:00 AM,9/1/2022 4:00:00 AM,2022,349364.849613449,5015506.74683755
39561,2010,AUDI,AQ5,CARRY,GRY,0,Sat,Y,Stittsville,RIDEAU-GOULBOURN,Sector 13,12/22/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,347581.766074558,5015615.44495378
39562,2021,VOLK,TIG,CARRY,SIL,0,Wed,Y,Stittsville,STITTSVILLE,Sector 13,8/12/2022 4:00:00 AM,6/8/2022 4:00:00 AM,2022,349675.787756969,5017364.45371404
39563,2017,LEXS,NA,CARRY,RED,0,Wed,Y,Stittsville,STITTSVILLE,Sector 13,3/30/2022 4:00:00 AM,3/30/2022 4:00:00 AM,2022,350881.786309811,5013433.42035638
