OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,x,y
35345,2020,FORD,COF,PICKUP,BLK,0,Thu,Y,Centretown,SOMERSET,Sector 23,4/8/2021 4:00:00 AM,4/8/2021 4:00:00 AM,2021,367263.396383393,5031252.51045445
35346,0,FREE,C1H,MOTO,WHI,0,Wed,Y,Centretown,SOMERSET,Sector 23,6/2/2021 4:00:00 AM,6/2/2021 4:00:00 AM,2021,368230.900798411,5030749.56580997
35347,0,NA,NA,MOTO,BLKGRN,0,Mon,Y,Centretown,SOMERSET,Sector 23,5/24/2021 4:00:00 AM,5/24/2021 4:00:00 AM,2021,367742.857462572,5030843.05627551
35348,0,NA,NA,NA,BLKWHI,0,Sun,N,Centretown,SOMERSET,Sector 23,6/20/2021 4:00:00 AM,6/13/2021 4:00:00 AM,2021,367742.857462572,5030843.05627551
35349,0,NA,NA,NA,WHIBLK,0,Fri,N,Centretown,SOMERSET,Sector 23,6/20/2021 4:00:00 AM,6/18/2021 4:00:00 AM,2021,367742.857462572,5030843.05627551
35350,0,NA,NA,NA,BLKWHI,0,Wed,N,Centretown,SOMERSET,Sector 23,6/20/2021 4:00:00 AM,6/17/2021 4:00:00 AM,2021,367742.857462572,5030843.05627551
35351,2020,BIRD,ONE,MOTO,BLKWHI,2000,Sat,N,Centretown,SOMERSET,Sector 23,6/26/2021 4:00:00 AM,6/26/2021 4:00:00 AM,2021,367742.857462572,5030843.05627551
35352,0,NA,NA,NA,BLKWHI,0,Wed,N,Centretown,SOMERSET,Sector 23,7/28/2021 4:00:00 AM,7/28/2021 4:00:00 AM,2021,367742.857462572,5030843.05627551
35353,2017,ACUR,RDX,CARRY,BLK,0,Thu,Y,Centretown,SOMERSET,Sector 23,8/12/2021 4:00:00 AM,8/12/2021 4:00:00 AM,2021,367742.857462572,5030843.05627551
35354,0,NA,NA,MOTO,ONG,0,Sun,Y,Centretown,SOMERSET,Sector 23,6/27/2021 4:00:00 AM,6/27/2021 4:00:00 AM,2021,367742.857462572,5030843.05627551
35355,2019,LEXS,NA,CARRY,WHI,50000,Sun,N,Centretown,SOMERSET,Sector 23,8/8/2021 4:00:00 AM,8/8/2021 4:00:00 AM,2021,367652.361519649,5030991.66987114
35356,2019,NA,NA,MOTO,BLKGRY,7000,Mon,Y,Centretown,SOMERSET,Sector 23,8/30/2021 4:00:00 AM,8/30/2021 4:00:00 AM,2021,367652.361519649,5030991.66987114
35357,2020,TOYT,CORO,NA,BLU,0,Wed,Y,Centretown,SOMERSET,Sector 23,11/3/2021 4:00:00 AM,11/3/2021 4:00:00 AM,2021,368726.535352548,5031314.98467444
35358,0,TAO,501,OTHER,RED,0,Mon,N,Centretown,SOMERSET,Sector 23,6/28/2021 4:00:00 AM,6/28/2021 4:00:00 AM,2021,367894.006553335,5030604.21196173
35359,2020,NINE,KICK,NA,BLKYEL,0,Thu,N,Centretown,SOMERSET,Sector 23,4/10/2021 4:00:00 AM,4/1/2021 4:00:00 AM,2021,367574.630789505,5030743.08300305
35360,2022,MITS,ECL,CARRY,WHI,0,Fri,Y,Centretown,SOMERSET,Sector 23,9/8/2021 4:00:00 AM,7/16/2021 4:00:00 AM,2021,367529.370494806,5030815.98740782
35361,2020,FORD,COF,PICKUP,BLK,0,Sat,Y,Centretown,SOMERSET,Sector 23,10/15/2021 4:00:00 AM,8/14/2021 4:00:00 AM,2021,367529.370494806,5030815.98740782
35362,2019,TOYT,TAC,PICKUP,GRY,0,Tue,N,Centretown,SOMERSET,Sector 23,10/5/2021 4:00:00 AM,10/5/2021 4:00:00 AM,2021,367354.899033367,5029854.55886665
35363,2020,FORD,F15,PICKUP,BLK,40000,Thu,Y,Centretown,SOMERSET,Sector 23,4/8/2021 4:00:00 AM,4/8/2021 4:00:00 AM,2021,367747.148264869,5030459.91053202
35364,2017,TAO,806,MOTO,RED,5000,Wed,Y,Centretown,SOMERSET,Sector 23,6/25/2021 4:00:00 AM,6/23/2021 4:00:00 AM,2021,368552.901836711,5030576.56360325
35365,0,EMMO,MONT,OTHER,WHI,0,Sun,N,Centretown,SOMERSET,Sector 23,12/28/2021 5:00:00 AM,12/13/2021 5:00:00 AM,2021,367037.579471845,5030998.17065823
35366,0,NA,NA,MOTO,BLK,0,Sat,N,Centretown,SOMERSET,Sector 23,8/16/2021 4:00:00 AM,8/14/2021 4:00:00 AM,2021,367868.90004979,5030256.56182021
35367,0,NA,NA,NA,RED,0,Wed,N,Centretown,SOMERSET,Sector 23,7/14/2021 4:00:00 AM,7/14/2021 4:00:00 AM,2021,367666.68395285,5030226.61746972
35368,2007,LEXS,LSL,4DR,SIL,0,Sat,N,Centretown,SOMERSET,Sector 23,11/1/2021 4:00:00 AM,10/30/2021 4:00:00 AM,2021,368509.901823477,5030644.56469079
35369,2007,CHEV,EXP,VAN,GRY,0,Thu,Y,Centretown,SOMERSET,Sector 23,5/26/2021 4:00:00 AM,5/20/2021 4:00:00 AM,2021,367201.897134288,5030719.56675134
35370,0,NA,NA,S,RED,0,Thu,N,Centretown,SOMERSET,Sector 23,10/15/2021 4:00:00 AM,9/30/2021 4:00:00 AM,2021,367158.897185285,5030493.56479562
35371,0,EMMO,NA,NA,BLU,2200,Sun,Y,Centretown,SOMERSET,Sector 23,6/21/2021 4:00:00 AM,6/20/2021 4:00:00 AM,2021,366968.380221283,5030474.11389741
35372,0,NA,NA,NA,BLK,0,Thu,N,Centretown,SOMERSET,Sector 23,9/23/2021 4:00:00 AM,9/23/2021 4:00:00 AM,2021,366968.380221283,5030474.11389741
35373,0,NA,NA,MOTO,BLKBLU,0,Wed,N,Centretown,SOMERSET,Sector 23,2/9/2022 5:00:00 AM,10/13/2021 4:00:00 AM,2021,368361.899962455,5031216.56959671
35374,2014,RAM,RPR,NA,WHI,0,Mon,Y,Centretown,SOMERSET,Sector 23,7/26/2021 4:00:00 AM,7/26/2021 4:00:00 AM,2021,367731.897101572,5031548.57370422
35375,2004,TOYT,COA,4DR,BGE,0,Mon,Y,Centretown,SOMERSET,Sector 23,12/6/2021 5:00:00 AM,12/6/2021 5:00:00 AM,2021,367066.387025243,5031220.73907109
35376,2008,NISS,VER,4DR,GRY,3000,Mon,Y,Centretown,SOMERSET,Sector 23,8/9/2021 4:00:00 AM,8/9/2021 4:00:00 AM,2021,367524.972309028,5031198.22282548
35377,0,NA,NA,MOTO,BLK,5800,Thu,N,Centretown,SOMERSET,Sector 23,10/28/2021 4:00:00 AM,10/28/2021 4:00:00 AM,2021,367698.619686437,5030916.81005813
35378,2014,HYUN,ESS,4DR,BRN,0,Wed,Y,Centretown,SOMERSET,Sector 23,2/3/2021 5:00:00 AM,2/3/2021 5:00:00 AM,2021,368538.062677807,5030933.76572083
35379,2008,HOND,CIV,4DR,RED,0,Fri,N,Centretown,SOMERSET,Sector 23,4/6/2021 4:00:00 AM,4/3/2021 4:00:00 AM,2021,368577.901814799,5030871.56663802
35380,2007,FORD,SRW,PICKUP,BLU,0,Mon,N,Centretown,SOMERSET,Sector 23,10/26/2021 4:00:00 AM,10/25/2021 4:00:00 AM,2021,367544.142721177,5030428.92163726
35381,2018,CHEV,SIL,PICKUP,BLK,0,Sun,Y,Centretown,SOMERSET,Sector 23,7/26/2021 4:00:00 AM,7/25/2021 4:00:00 AM,2021,368122.517186014,5030923.51675906
35382,2008,FORD,FOC,4DR,WHI,0,Tue,Y,Centretown,SOMERSET,Sector 23,11/2/2021 4:00:00 AM,11/2/2021 4:00:00 AM,2021,367917.597640668,5031251.5750433
35383,2007,DODG,CAR,VAN,WHI,0,Thu,Y,Centretown,SOMERSET,Sector 23,7/29/2021 4:00:00 AM,7/29/2021 4:00:00 AM,2021,367944.964072864,5030868.19999726
35384,1972,SUZI,NA,MOTO,BLU,0,Wed,Y,Centretown,SOMERSET,Sector 23,5/19/2021 4:00:00 AM,5/19/2021 4:00:00 AM,2021,367158.897185285,5030493.56479562
35385,2018,TOYT,AXP,4DR,BLK,0,Wed,N,Centretown,SOMERSET,Sector 23,2/25/2021 5:00:00 AM,2/25/2021 5:00:00 AM,2021,367116.086770723,5030566.92414719
35386,2020,FORD,F15,PICKUP,WHI,0,Sat,N,Centretown,SOMERSET,Sector 23,10/17/2021 4:00:00 AM,10/17/2021 4:00:00 AM,2021,367581.397508492,5031450.54987144
35387,0,NA,NA,NA,BLK,0,Tue,N,Centretown,SOMERSET,Sector 23,7/21/2021 4:00:00 AM,7/21/2021 4:00:00 AM,2021,367698.619686437,5030916.81005813
35388,2012,CHRY,2LM,4DR,SIL,7000,Sun,Y,Centretown,SOMERSET,Sector 23,1/18/2021 5:00:00 AM,1/17/2021 5:00:00 AM,2021,367529.370494806,5030815.98740782
35389,2009,VOLK,RAB,4DR,WHI,0,Mon,N,Centretown,SOMERSET,Sector 23,8/15/2022 4:00:00 AM,8/15/2022 4:00:00 AM,2022,366739.895061046,5031015.56966159
35390,0,GOTR,G4,OTHER,BLK,789,Tue,N,Centretown,SOMERSET,Sector 23,9/6/2022 4:00:00 AM,9/6/2022 4:00:00 AM,2022,367731.897101572,5031548.57370422
35391,2019,FORD,F25,PICKUP,BLK,0,Sat,Y,Centretown,SOMERSET,Sector 23,1/30/2022 5:00:00 AM,1/29/2022 5:00:00 AM,2022,368315.899966758,5031288.57071999
35392,2021,AUDI,AQ5,CARRY,BLK,50000,Fri,Y,Centretown,SOMERSET,Sector 23,10/14/2022 4:00:00 AM,10/14/2022 4:00:00 AM,2022,368270.899973773,5031363.57150513
35393,0,GOTR,NA,NA,BLK,0,Sun,N,Centretown,SOMERSET,Sector 23,6/5/2022 4:00:00 AM,6/5/2022 4:00:00 AM,2022,367538.897101247,5031519.57364606
35394,2018,ACUR,ILX,4DR,BLK,0,Mon,Y,Centretown,SOMERSET,Sector 23,4/13/2022 4:00:00 AM,4/11/2022 4:00:00 AM,2022,367524.972309028,5031198.22282548
35395,0,META,NA,NA,BLKWHI,1100,Fri,N,Centretown,SOMERSET,Sector 23,8/6/2022 4:00:00 AM,8/5/2022 4:00:00 AM,2022,368306.900762961,5030429.56282374
35396,0,NA,NA,NA,BLK,0,Tue,N,Centretown,SOMERSET,Sector 23,11/16/2022 5:00:00 AM,11/15/2022 5:00:00 AM,2022,367497.896010829,5031584.57446976
35397,2019,BMW,NA,CARRY,BLK,0,Thu,Y,Centretown,SOMERSET,Sector 23,10/20/2022 4:00:00 AM,10/21/2022 4:00:00 AM,2022,368074.898939148,5031344.57148539
35398,2019,KIA,SOR,CARRY,WHI,0,Wed,Y,Centretown,SOMERSET,Sector 23,11/16/2022 5:00:00 AM,11/16/2022 5:00:00 AM,2022,367917.597640668,5031251.5750433
35399,2005,HOND,PIL,CARRY,SIL,0,Fri,Y,Centretown,SOMERSET,Sector 23,11/5/2022 4:00:00 AM,11/4/2022 4:00:00 AM,2022,366983.89501045,5031077.5696984
35400,2009,NISS,ROG,CARRY,BLK,0,Wed,Y,Centretown,SOMERSET,Sector 23,9/7/2022 4:00:00 AM,9/7/2022 4:00:00 AM,2022,368010.327948455,5030341.73170291
35401,2012,FORD,F15,PICKUP,WHI,0,Wed,Y,Centretown,SOMERSET,Sector 23,1/5/2022 5:00:00 AM,1/5/2022 5:00:00 AM,2022,367420.897942838,5030355.56289925
35402,2009,SAA,NA,4DR,BLK,8500,Fri,N,Centretown,SOMERSET,Sector 23,6/17/2022 4:00:00 AM,6/17/2022 4:00:00 AM,2022,368317.90076529,5030880.56666279
35403,2021,CHEV,MAL,4DR,GRY,0,Fri,Y,Centretown,SOMERSET,Sector 23,8/26/2022 4:00:00 AM,8/26/2022 4:00:00 AM,2022,367115.896105741,5030861.56780926
35404,2002,TOYT,UCS,4DR,GRY,0,Mon,N,Centretown,SOMERSET,Sector 23,1/20/2022 5:00:00 AM,1/10/2022 5:00:00 AM,2022,367762.897869375,5031158.56961911
35405,2015,MERZ,ML63,CARRY,BLK,120000,Thu,Y,Centretown,SOMERSET,Sector 23,11/10/2022 5:00:00 AM,11/10/2022 5:00:00 AM,2022,367908.547307686,5030187.89126974
35406,2021,JEEP,WUL,CARRY,BLK,0,Mon,N,Centretown,SOMERSET,Sector 23,8/9/2022 4:00:00 AM,8/8/2022 4:00:00 AM,2022,368099.972631181,5030960.22244486
35407,0,NA,NA,NA,BLU,0,Wed,N,Centretown,SOMERSET,Sector 23,9/28/2022 4:00:00 AM,9/28/2022 4:00:00 AM,2022,367428.787056036,5031355.98298218
35408,2021,TOYT,NA,CARRY,BLK,0,Sun,Y,Centretown,SOMERSET,Sector 23,1/2/2022 5:00:00 AM,1/3/2022 5:00:00 AM,2022,366968.380221283,5030474.11389741
35409,0,NA,NA,OTHER,BLK,0,Tue,N,Centretown,SOMERSET,Sector 23,5/17/2022 4:00:00 AM,5/17/2022 4:00:00 AM,2022,367742.857462572,5030843.05627551
35410,2006,HYUN,ACC,4DR,SIL,0,Sat,Y,Centretown,SOMERSET,Sector 23,9/17/2022 4:00:00 AM,9/18/2022 4:00:00 AM,2022,368163.380104117,5030858.50016045
35411,2014,DODG,CAR,VAN,WHI,0,Sat,Y,Centretown,SOMERSET,Sector 23,1/8/2022 5:00:00 AM,1/8/2022 5:00:00 AM,2022,368010.298247101,5030765.45646271
35412,2020,TOYT,HIG,CARRY,WHI,40000,Wed,Y,Centretown,SOMERSET,Sector 23,11/9/2022 5:00:00 AM,11/9/2022 5:00:00 AM,2022,367788.175447524,5030771.5908875
35413,0,NA,NA,NA,BLK,0,Wed,N,Centretown,SOMERSET,Sector 23,5/21/2022 4:00:00 AM,5/18/2022 4:00:00 AM,2022,368010.298247101,5030765.45646271
35414,2021,JEEP,WRG,CARRY,GRY,0,Wed,Y,Centretown,SOMERSET,Sector 23,9/23/2022 4:00:00 AM,9/21/2022 4:00:00 AM,2022,367918.236148324,5030561.22243585
35415,2018,MERZ,GLC,CARRY,BLK,0,Fri,Y,Centretown,SOMERSET,Sector 23,11/26/2022 5:00:00 AM,11/25/2022 5:00:00 AM,2022,367315.649131752,5031166.12238154
35416,2015,KIA,SOU,CARRY,BLU,13000,Sat,Y,Centretown,SOMERSET,Sector 23,11/5/2022 4:00:00 AM,11/6/2022 4:00:00 AM,2022,367698.619686437,5030916.81005813
35417,2015,NISS,ROG,CARRY,NA,0,Tue,Y,Centretown,SOMERSET,Sector 23,12/6/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,367834.033321896,5030700.31934427
35418,0,NA,NA,NA,GRY,2000,Thu,N,Centretown,SOMERSET,Sector 23,10/21/2022 4:00:00 AM,10/20/2022 4:00:00 AM,2022,367917.597640668,5031251.5750433
35419,0,NA,NA,MOTO,BLK,0,Mon,N,Centretown,SOMERSET,Sector 23,3/16/2022 4:00:00 AM,3/14/2022 4:00:00 AM,2022,366983.89501045,5031077.5696984
35420,2021,PLSR,EDE,NA,WHI,0,Mon,N,Centretown,SOMERSET,Sector 23,11/21/2022 5:00:00 AM,11/21/2022 5:00:00 AM,2022,366861.069046975,5031276.24372036
35421,2013,HOND,CVT,4DR,BLK,0,Wed,Y,Centretown,SOMERSET,Sector 23,6/8/2022 4:00:00 AM,6/8/2022 4:00:00 AM,2022,367894.006553335,5030604.21196173
35422,2009,VOLV,XC90,CARRY,GRY,0,Mon,Y,Centretown,SOMERSET,Sector 23,5/9/2022 4:00:00 AM,5/9/2022 4:00:00 AM,2022,367562.825888746,5030835.20972933
35423,2014,FORD,SPE,CARRY,GRY,0,Fri,Y,Centretown,SOMERSET,Sector 23,9/23/2022 4:00:00 AM,9/24/2022 4:00:00 AM,2022,367574.630789505,5030743.08300305
35424,2021,VOLK,JET,NA,SIL,0,Fri,N,Centretown,SOMERSET,Sector 23,12/16/2022 5:00:00 AM,12/16/2022 5:00:00 AM,2022,367650.842031568,5031680.80876716
35425,2018,JEEP,WRG,CARRY,WHI,0,Wed,N,Centretown,SOMERSET,Sector 23,1/15/2022 5:00:00 AM,1/12/2022 5:00:00 AM,2022,366978.376081446,5030796.69272088
35426,2021,HYUN,SAN,CARRY,BLK,45000,Thu,Y,Centretown,SOMERSET,Sector 23,6/10/2022 4:00:00 AM,6/2/2022 4:00:00 AM,2022,367529.370494806,5030815.98740782
35427,2021,TOYT,TAC,PICKUP,DGR,0,Mon,Y,Centretown,SOMERSET,Sector 23,2/8/2022 5:00:00 AM,2/8/2022 5:00:00 AM,2022,367788.733986557,5030392.78517301
35428,2019,HYUN,SAN,CARRY,WHI,0,Thu,N,Centretown,SOMERSET,Sector 23,6/16/2022 4:00:00 AM,6/16/2022 4:00:00 AM,2022,367747.148264869,5030459.91053202
35429,2020,MITS,RVR,CARRY,RED,0,Fri,Y,Centretown,SOMERSET,Sector 23,6/9/2022 4:00:00 AM,6/3/2022 4:00:00 AM,2022,367747.148264869,5030459.91053202
35430,0,TOYT,COA,4DR,BLU,2000,Mon,Y,Centretown,SOMERSET,Sector 23,2/7/2022 5:00:00 AM,2/7/2022 5:00:00 AM,2022,367485.304349336,5030890.00787716
35431,2015,MITS,LAN,4DR,GRY,0,Mon,Y,Centretown,SOMERSET,Sector 23,5/3/2022 4:00:00 AM,3/14/2022 4:00:00 AM,2022,367354.899033367,5029854.55886665
35432,2021,JEEP,WUL,CARRY,GRY,0,Tue,N,Centretown,SOMERSET,Sector 23,10/19/2022 4:00:00 AM,10/18/2022 4:00:00 AM,2022,367369.897930407,5030139.561807
35433,2019,JEEP,WUL,CARRY,GRY,0,Tue,Y,Centretown,SOMERSET,Sector 23,8/9/2022 4:00:00 AM,8/9/2022 4:00:00 AM,2022,367455.512141479,5030573.54482796
35434,2011,AUDI,A4,4DR,GRY,0,Fri,Y,Centretown,SOMERSET,Sector 23,6/10/2022 4:00:00 AM,6/10/2022 4:00:00 AM,2022,367158.897185285,5030493.56479562
35435,0,NA,NA,NA,BLK,0,Wed,N,Centretown,SOMERSET,Sector 23,5/18/2022 4:00:00 AM,5/18/2022 4:00:00 AM,2022,368361.899962455,5031216.56959671
35436,2019,LEXS,RX5,4DR,GRY,0,Thu,N,Centretown,SOMERSET,Sector 23,5/20/2022 4:00:00 AM,5/20/2022 4:00:00 AM,2022,367200.897188852,5030421.5636853
35437,2014,DODG,CAR,VAN,WHI,8000,Sun,Y,Centretown,SOMERSET,Sector 23,1/2/2022 5:00:00 AM,1/2/2022 5:00:00 AM,2021,367948.897891425,5031548.57364372
35438,0,NA,NA,NA,BLK,0,Sun,N,Centretown,SOMERSET,Sector 23,9/21/2022 4:00:00 AM,9/18/2022 4:00:00 AM,2022,367663.20874904,5031877.52933112
35439,0,NA,NA,NA,BLK,0,Sun,N,Centretown,SOMERSET,Sector 23,9/21/2022 4:00:00 AM,9/18/2022 4:00:00 AM,2022,367663.20874904,5031877.52933112
35440,0,NA,NA,NA,BLK,0,Sun,N,Centretown,SOMERSET,Sector 23,9/21/2022 4:00:00 AM,9/18/2022 4:00:00 AM,2022,367663.20874904,5031877.52933112
35441,0,NA,NA,S,BLK,0,Sun,N,Centretown,SOMERSET,Sector 23,9/21/2022 4:00:00 AM,9/18/2022 4:00:00 AM,2022,367663.20874904,5031877.52933112
35442,1999,VOLV,C7,4DR,SIL,0,Thu,N,Centretown,SOMERSET,Sector 23,9/10/2022 4:00:00 AM,9/9/2022 4:00:00 AM,2022,367498.691225833,5030502.62085388
35443,2011,NISS,ATR,4DR,BLK,0,Tue,N,Centretown,SOMERSET,Sector 23,1/26/2022 5:00:00 AM,1/26/2022 5:00:00 AM,2022,367828.999022666,5030325.17436081
35444,2006,HOND,CIV,4DR,BLU,0,Thu,Y,Centretown,SOMERSET,Sector 23,4/1/2022 4:00:00 AM,4/1/2022 4:00:00 AM,2022,367223.76934941,5031319.75943256
35445,2010,CHEV,SLV,PICKUP,BLK,0,Tue,Y,Centretown,SOMERSET,Sector 23,1/25/2022 5:00:00 AM,1/25/2022 5:00:00 AM,2022,368339.57909008,5030578.57171054
35446,0,DENM,HAMI,NA,BLU,0,Tue,Y,Centretown,SOMERSET,Sector 23,5/17/2022 4:00:00 AM,5/17/2022 4:00:00 AM,2022,368010.327948455,5030341.73170291
35447,2012,TOYT,CAM,4DR,GRY,0,Wed,Y,Centretown,SOMERSET,Sector 23,1/19/2022 5:00:00 AM,1/20/2022 5:00:00 AM,2022,367742.857462572,5030843.05627551
35448,2013,NISS,SEN,4DR,GRY,5000,Sun,Y,Centretown,SOMERSET,Sector 23,5/1/2022 4:00:00 AM,5/2/2022 4:00:00 AM,2022,367852.556957098,5030670.72501676
35449,1990,FORD,MCG,2DR,WHI,0,Sat,N,Centretown,SOMERSET,Sector 23,9/25/2022 4:00:00 AM,9/25/2022 4:00:00 AM,2022,367289.897174611,5030574.56583884
35450,2022,JEEP,WRG,NA,GRN,0,Mon,N,Centretown,SOMERSET,Sector 23,8/16/2022 4:00:00 AM,8/16/2022 4:00:00 AM,2022,366899.895026611,5031211.57153108
35451,0,NA,NA,NA,RED,0,Tue,N,Centretown,SOMERSET,Sector 23,6/30/2022 4:00:00 AM,6/21/2022 4:00:00 AM,2022,368538.062677807,5030933.76572083
35452,2017,AUDI,AA4,CARRY,WHI,0,Wed,Y,Centretown,SOMERSET,Sector 23,1/19/2022 5:00:00 AM,1/19/2022 5:00:00 AM,2022,367652.361519649,5030991.66987114
35453,2022,HOND,CRV,CARRY,WHI,0,Fri,N,Centretown,SOMERSET,Sector 23,10/22/2022 4:00:00 AM,10/22/2022 4:00:00 AM,2022,368556.901870787,5030904.5666326
35454,0,SEGW,NINE,NA,GRY,0,Sun,N,Centretown,SOMERSET,Sector 23,5/24/2022 4:00:00 AM,5/22/2022 4:00:00 AM,2022,368351.244778392,5030900.73357294
35455,2014,JEEP,CHK,CARRY,RED,0,Wed,Y,Centretown,SOMERSET,Sector 23,12/8/2022 5:00:00 AM,12/8/2022 5:00:00 AM,2022,367894.006553335,5030604.21196173
35456,2019,HOND,CIV,4DR,RED,37000,Sat,Y,Centretown,SOMERSET,Sector 23,1/1/2022 5:00:00 AM,1/1/2022 5:00:00 AM,2021,367529.370494806,5030815.98740782
35457,2010,INFI,IFX,CARRY,BRN,0,Mon,Y,Centretown,SOMERSET,Sector 23,10/4/2022 4:00:00 AM,8/29/2022 4:00:00 AM,2022,367440.438410887,5030964.10558323
35458,2022,JEEP,WRG,CARRY,BLK,64000,Thu,N,Centretown,SOMERSET,Sector 23,8/5/2022 4:00:00 AM,8/5/2022 4:00:00 AM,2022,368554.900730622,5031232.56957988
35459,2008,FORD,EDG,CARRY,BLK,0,Fri,Y,Centretown,SOMERSET,Sector 23,11/4/2022 4:00:00 AM,11/4/2022 4:00:00 AM,2022,367964.065082216,5031178.26035667
35460,2017,FORD,NA,NA,WHI,0,Wed,Y,Centretown,SOMERSET,Sector 23,8/31/2022 4:00:00 AM,8/31/2022 4:00:00 AM,2022,367731.897101572,5031548.57370422
35461,2012,ACUR,RDX,CARRY,WHI,0,Wed,Y,Centretown,SOMERSET,Sector 23,1/19/2022 5:00:00 AM,1/20/2022 5:00:00 AM,2022,367497.896010829,5031584.57446976
35462,2014,SUBA,IPR,4DR,GRY,0,Sun,Y,Centretown,SOMERSET,Sector 23,10/16/2022 4:00:00 AM,10/17/2022 4:00:00 AM,2022,367698.619686437,5030916.81005813
35463,2022,FORD,F15,PICKUP,BLKONG,0,Thu,Y,Centretown,SOMERSET,Sector 23,6/30/2022 4:00:00 AM,6/30/2022 4:00:00 AM,2022,367367.355953255,5030717.81845444
35464,0,NA,NA,NA,BLK,0,Sat,N,Centretown,SOMERSET,Sector 23,2/1/2023 5:00:00 AM,1/28/2023 5:00:00 AM,2023,368581.9007264,5031346.57065321
35465,0,NA,NA,S,BLK,0,Mon,N,Centretown,SOMERSET,Sector 23,3/20/2023 4:00:00 AM,3/20/2023 4:00:00 AM,2023,367742.857462572,5030843.05627551
35466,2001,TOYT,ECH,4DR,SIL,0,Sat,Y,Centretown,SOMERSET,Sector 23,3/25/2023 4:00:00 AM,3/25/2023 4:00:00 AM,2023,367901.379141272,5030940.46367328
35467,0,NA,NA,MOTO,BLK,0,Wed,N,Centretown,SOMERSET,Sector 23,1/25/2023 5:00:00 AM,1/25/2023 5:00:00 AM,2023,366978.376081446,5030796.69272088
35468,2001,NA,NA,OTHER,RED,0,Sun,N,Centretown,SOMERSET,Sector 23,2/28/2023 5:00:00 AM,2/26/2023 5:00:00 AM,2023,367156.085883525,5031068.89110111
35469,2001,SUZI,GRAN,NA,DGR,0,Thu,Y,Centretown,SOMERSET,Sector 23,3/2/2023 5:00:00 AM,3/2/2023 5:00:00 AM,2023,368442.901856087,5030640.56469509
35470,2019,JEEP,WUL,CARRY,GRY,0,Sat,N,Centretown,SOMERSET,Sector 23,2/5/2023 5:00:00 AM,2/4/2023 5:00:00 AM,2023,367455.512141479,5030573.54482796
35471,2009,INFI,NA,4DR,RED,0,Sat,Y,Centretown,SOMERSET,Sector 23,2/4/2023 5:00:00 AM,2/4/2023 5:00:00 AM,2023,367463.582028237,5030286.8689063
35472,2019,JAGU,NA,CARRY,GRY,0,Mon,Y,Centretown,SOMERSET,Sector 23,2/27/2023 5:00:00 AM,2/27/2023 5:00:00 AM,2023,368040.947935002,5030267.01089811
35473,2006,TOYT,YAR,4DR,BLU,0,Wed,Y,Centretown,SOMERSET,Sector 23,1/25/2023 5:00:00 AM,1/25/2023 5:00:00 AM,2023,367524.972309028,5031198.22282548
35474,2023,HYUN,NA,4DR,GRY,0,Tue,Y,Centretown,SOMERSET,Sector 23,3/7/2023 5:00:00 AM,3/7/2023 5:00:00 AM,2023,367949.497952361,5030487.61071705
35475,2022,BMW,X1,CARRY,BLK,0,Thu,Y,Centretown,SOMERSET,Sector 23,2/9/2023 5:00:00 AM,2/9/2023 5:00:00 AM,2023,367581.397508492,5031450.54987144
35476,2017,HOND,ULX,4DR,BLK,0,Tue,Y,Centretown,SOMERSET,Sector 23,3/7/2023 5:00:00 AM,3/7/2023 5:00:00 AM,2023,367248.831170057,5030646.18862071
35477,0,TOYT,HIG,NA,SIL,0,Wed,Y,Centretown,SOMERSET,Sector 23,4/20/2023 4:00:00 AM,4/19/2023 4:00:00 AM,2023,367139.894967709,5031454.57372264
35478,2022,HYUN,K2G,CARRY,WHI,0,Wed,Y,Centretown,SOMERSET,Sector 23,4/12/2023 4:00:00 AM,4/12/2023 4:00:00 AM,2023,367529.370494806,5030815.98740782
35479,0,NA,NA,NA,NA,0,Sat,N,Centretown,SOMERSET,Sector 23,5/7/2023 4:00:00 AM,5/6/2023 4:00:00 AM,2023,367200.897188852,5030421.5636853
35480,2018,TOYT,CAM,4DR,SIL,0,Mon,Y,Chapel Hill North,INNES,Sector 31,7/10/2018 4:00:00 AM,7/10/2018 4:00:00 AM,2018,380273.399979173,5036327.96532414
35481,2007,NISS,ALT,4DR,BRN,0,Thu,Y,Chapel Hill North,INNES,Sector 31,6/28/2018 4:00:00 AM,6/28/2018 4:00:00 AM,2018,379816.935142815,5034945.56749979
35482,1999,INFI,QX4,NA,GRN,0,Mon,N,Chapel Hill North,INNES,Sector 31,11/26/2018 5:00:00 AM,11/26/2018 5:00:00 AM,2018,379925.061479934,5036513.28978553
35483,2019,GMC,TER,CARRY,BLK,45000,Sat,Y,Chapel Hill North,INNES,Sector 31,12/2/2018 5:00:00 AM,12/2/2018 5:00:00 AM,2018,380775.93881697,5035165.56460206
35484,2017,FORD,F15,PICKUP,GRY,40000,Mon,Y,Chapel Hill North,INNES,Sector 31,7/24/2018 4:00:00 AM,7/23/2018 4:00:00 AM,2018,380455.938010887,5035031.56558482
