"","OBJECTID","Vehicle.Year","Vehicle.Make","Vehicle.Model","Vehicle.Style","Vehicle.Colour","Vehicle.Value","Weekday","Recovered","Neighbourhood","Ward","Sector","Reported.Date","Occurred.Date","Year","x","y"
"1",34317,2016,"BMW","M4","2DR","SIL",0,"Sat","Y","Old Barrhaven West","BARRHAVEN","Sector 16","8/12/2018 4:00:00 AM","8/11/2018 4:00:00 AM",2018,362582.871486255,5015422.43441752
"2",34318,2005,"CHEV","CAV","4DR","WHI",2500,"Tue","Y","Old Barrhaven West","BARRHAVEN","Sector 16","5/22/2018 4:00:00 AM","5/22/2018 4:00:00 AM",2018,362810.872193032,5015412.43440878
"3",34319,2014,"FORD","F15","PICKUP","WHI",0,"Sun","Y","Old Barrhaven West","BARRHAVEN","Sector 16","3/12/2018 4:00:00 AM","3/11/2018 5:00:00 AM",2018,363044.875238831,5016327.44327515
"4",34320,2013,"HYUN","SAN","CARRY","GRY",0,"Sun","N","Old Barrhaven West","BARRHAVEN","Sector 16","3/12/2018 4:00:00 AM","3/12/2018 4:00:00 AM",2018,363411.878163491,5016324.44322192
"5",34321,2018,"HOND","RID","PICKUP","SIL",0,"Thu","N","Old Barrhaven West","BARRHAVEN","Sector 16","11/29/2019 5:00:00 AM","11/29/2019 5:00:00 AM",2019,362173.867400134,5014413.42471944
"6",34322,2008,"NISS","ALT","4DR","RED",0,"Mon","Y","Old Barrhaven West","BARRHAVEN","Sector 16","3/11/2019 4:00:00 AM","3/11/2019 4:00:00 AM",2019,363155.875157372,5015464.43550646
"7",34323,2016,"LEXS","350","CARRY","WHI",0,"Thu","N","Old Barrhaven West","BARRHAVEN","Sector 16","12/6/2019 5:00:00 AM","12/5/2019 5:00:00 AM",2019,361789.866414293,5015171.43146647
"8",34324,2018,"HOND","ULX","4DR","BLK",0,"Thu","N","Old Barrhaven West","BARRHAVEN","Sector 16","12/6/2019 5:00:00 AM","12/6/2019 5:00:00 AM",2019,362414.869238466,5014625.4265758
"9",34325,2017,"HOND","CRV","CARRY","DGR",0,"Thu","N","Old Barrhaven West","BARRHAVEN","Sector 16","11/29/2019 5:00:00 AM","11/29/2019 5:00:00 AM",2019,361565.459518512,5014661.40657218
"10",34326,2007,"TOYT","RAV","CARRY","GRY",0,"Sat","N","Old Barrhaven West","BARRHAVEN","Sector 16","12/20/2020 5:00:00 AM","12/19/2020 5:00:00 AM",2020,363250.876298346,5016167.44139722
"11",34327,2019,"KIA","RIO","4DR","BLK",0,"Sat","Y","Old Barrhaven West","BARRHAVEN","Sector 16","12/12/2020 5:00:00 AM","12/12/2020 5:00:00 AM",2020,363080.876348105,5016731.44616868
"12",34328,2017,"LEXS",NA,"CARRY","BLK",0,"Mon","N","Old Barrhaven West","BARRHAVEN","Sector 16","10/13/2020 4:00:00 AM","10/12/2020 4:00:00 AM",2020,361766.86558075,5015088.4306858
"13",34329,2020,"LEXS","GS45","CARRY","BGE",0,"Mon","N","Old Barrhaven West","BARRHAVEN","Sector 16","10/13/2020 4:00:00 AM","10/13/2020 4:00:00 AM",2020,361977.867484325,5014968.42959659
"14",34330,2015,"DODG","V15","PICKUP","BLK",0,"Thu","N","Old Barrhaven West","BARRHAVEN","Sector 16","7/30/2020 4:00:00 AM","7/30/2020 4:00:00 AM",2020,363044.875238831,5016327.44327515
"15",34331,0,"LEXS","DZG","CARRY","BLK",0,"Wed","N","Old Barrhaven West","BARRHAVEN","Sector 16","12/10/2020 5:00:00 AM","12/10/2020 5:00:00 AM",2020,361379.474520812,5014360.59812531
"16",34332,2018,"BMW","4XG","2DR","BLK",69288,"Thu","N","Old Barrhaven West","BARRHAVEN","Sector 16","6/26/2020 4:00:00 AM","6/26/2020 4:00:00 AM",2020,361874.420542342,5013827.2557824
"17",34333,2020,"HYUN","SAN","CARRY","BLK",30000,"Tue","Y","Old Barrhaven West","BARRHAVEN","Sector 16","11/23/2021 5:00:00 AM","11/23/2021 5:00:00 AM",2021,363250.876298346,5016167.44139722
"18",34334,2019,"SUBA","CRO","CARRY","BLU",35000,"Tue","Y","Old Barrhaven West","BARRHAVEN","Sector 16","1/27/2021 5:00:00 AM","1/27/2021 5:00:00 AM",2021,363155.875157372,5015464.43550646
"19",34335,2017,"HYUN","SFT","CARRY","WHI",0,"Wed","Y","Old Barrhaven West","BARRHAVEN","Sector 16","11/24/2021 5:00:00 AM","11/24/2021 5:00:00 AM",2021,363303.87625867,5015572.43654925
"20",34336,2018,"TOYT","HIG","CARRY","BLU",0,"Mon","N","Old Barrhaven West","BARRHAVEN","Sector 16","12/20/2021 5:00:00 AM","12/20/2021 5:00:00 AM",2021,362980.875267187,5016477.44434998
"21",34337,2019,"TOYT","TAC","PICKUP","BLU",0,"Mon","Y","Old Barrhaven West","BARRHAVEN","Sector 16","12/20/2021 5:00:00 AM","12/20/2021 5:00:00 AM",2021,361777.866443551,5015652.43551816
"22",34338,0,"LEXS","RX5","CARRY","BLK",0,"Tue","Y","Old Barrhaven West","BARRHAVEN","Sector 16","8/11/2021 4:00:00 AM","8/11/2021 4:00:00 AM",2021,361137.514694213,5015006.00274877
"23",34339,2021,"DODG","R15","PICKUP","BLK",0,"Fri","Y","Old Barrhaven West","BARRHAVEN","Sector 16","7/2/2021 4:00:00 AM","7/2/2021 4:00:00 AM",2021,361593.07460308,5014246.96862899
"24",34340,2018,"DODG","DUR","CARRY",NA,30000,"Wed","N","Old Barrhaven West","BARRHAVEN","Sector 16","6/16/2022 4:00:00 AM","6/16/2022 4:00:00 AM",2022,362578.8703481,5015046.43065066
"25",34341,2021,"HOND","CRV","CARRY","BLU",0,"Mon","N","Old Barrhaven West","BARRHAVEN","Sector 16","6/14/2022 4:00:00 AM","6/14/2022 4:00:00 AM",2022,361961.865517543,5014349.42359558
"26",34342,2021,"JEEP",NA,"CARRY","BLK",40000,"Tue","Y","Old Barrhaven West","BARRHAVEN","Sector 16","1/12/2022 5:00:00 AM","1/11/2022 5:00:00 AM",2022,362207.868549777,5015154.43146969
"27",34343,2020,"JEEP","GCH","CARRY","RED",0,"Wed","N","Old Barrhaven West","BARRHAVEN","Sector 16","1/19/2022 5:00:00 AM","1/19/2022 5:00:00 AM",2022,362252.155388216,5014887.22223583
"28",34344,2021,"JEEP",NA,"CARRY","GRY",0,"Wed","N","Old Barrhaven West","BARRHAVEN","Sector 16","4/6/2022 4:00:00 AM","4/6/2022 4:00:00 AM",2022,363303.87625867,5015572.43654925
"29",34345,2022,"JEEP",NA,"CARRY","WHI",40000,"Tue","Y","Old Barrhaven West","BARRHAVEN","Sector 16","7/13/2022 4:00:00 AM","7/13/2022 4:00:00 AM",2022,363303.87625867,5015572.43654925
"30",34346,2021,"HOND","CRV","CARRY","WHI",50000,"Thu","N","Old Barrhaven West","BARRHAVEN","Sector 16","9/29/2022 4:00:00 AM","9/29/2022 4:00:00 AM",2022,362252.155388216,5014887.22223583
"31",34347,2020,"JEEP","GCK","CARRY","BLK",0,"Tue","Y","Old Barrhaven West","BARRHAVEN","Sector 16","7/13/2022 4:00:00 AM","7/13/2022 4:00:00 AM",2022,362802.872237493,5015173.43253431
"32",34348,2022,"HOND","CRV","CARRY","GRY",0,"Wed","Y","Old Barrhaven West","BARRHAVEN","Sector 16","8/3/2022 4:00:00 AM","8/3/2022 4:00:00 AM",2022,361902.590372967,5015629.19870452
"33",34349,2021,"FORD","CLU","CARRY","WHI",60000,"Wed","Y","Old Barrhaven West","BARRHAVEN","Sector 16","7/27/2022 4:00:00 AM","7/27/2022 4:00:00 AM",2022,361738.866451923,5015720.43656091
"34",34350,2021,"FORD","BRO","CARRY","WHI",0,"Wed","Y","Old Barrhaven West","BARRHAVEN","Sector 16","7/27/2022 4:00:00 AM","7/27/2022 4:00:00 AM",2022,361738.866451923,5015720.43656091
"35",34351,2020,"JEEP","GCH","CARRY","BLK",0,"Tue","N","Old Barrhaven West","BARRHAVEN","Sector 16","1/19/2022 5:00:00 AM","1/19/2022 5:00:00 AM",2022,362006.868612226,5015742.43654361
"36",34352,2019,"TOYT","TAC","PICKUP","BLU",0,"Sat","N","Old Barrhaven West","BARRHAVEN","Sector 16","8/13/2022 4:00:00 AM","8/13/2022 4:00:00 AM",2022,361777.866443551,5015652.43551816
"37",34353,2022,"TOYT","TAC","PICKUP","GRY",55000,"Sat","N","Old Barrhaven West","BARRHAVEN","Sector 16","8/14/2022 4:00:00 AM","8/13/2022 4:00:00 AM",2022,361628.865648225,5015563.43442689
"38",34354,2020,"JEEP","GCK","CARRY","BLK",0,"Sat","N","Old Barrhaven West","BARRHAVEN","Sector 16","4/23/2022 4:00:00 AM","4/23/2022 4:00:00 AM",2022,361798.86642298,5015212.43147902
"39",34355,2020,"HOND","CRV","CARRY","RED",0,"Mon","Y","Old Barrhaven West","BARRHAVEN","Sector 16","3/1/2022 5:00:00 AM","3/1/2022 5:00:00 AM",2022,363023.874412571,5015824.43842995
"40",34356,2020,"ACUR","RDX","CARRY","BLK",40000,"Fri","N","Old Barrhaven West","BARRHAVEN","Sector 16","9/24/2022 4:00:00 AM","9/24/2022 4:00:00 AM",2022,361961.865517543,5014349.42359558
"41",34357,2012,"HYUN","SON","4DR","SIL",0,"Sat","Y","Old Barrhaven West","BARRHAVEN","Sector 16","5/22/2022 4:00:00 AM","5/21/2022 4:00:00 AM",2022,363023.874412571,5015824.43842995
"42",34358,2021,"TOYT","HIG","CARRY","WHI",0,"Sun","N","Old Barrhaven West","BARRHAVEN","Sector 16","10/9/2022 4:00:00 AM","10/9/2022 4:00:00 AM",2022,362935.87440524,5016173.44134102
"43",34359,2020,"JEEP","GCH","CARRY","RED",0,"Thu","Y","Old Barrhaven West","BARRHAVEN","Sector 16","1/14/2022 5:00:00 AM","1/14/2022 5:00:00 AM",2022,362145.869383079,5015622.43547684
"44",34360,2021,"TOYT","HIG","CARRY","GRY",50000,"Thu","Y","Old Barrhaven West","BARRHAVEN","Sector 16","8/25/2022 4:00:00 AM","8/25/2022 4:00:00 AM",2022,361667.864521374,5014805.42766417
"45",34361,2019,"LEXS","RX3","CARRY","BLK",0,"Sat","N","Old Barrhaven West","BARRHAVEN","Sector 16","1/17/2022 5:00:00 AM","1/15/2022 5:00:00 AM",2022,361137.514694213,5015006.00274877
"46",34362,2022,NA,NA,"MOTO","BLK",0,"Mon","Y","Old Barrhaven West","BARRHAVEN","Sector 16","5/23/2022 4:00:00 AM","5/23/2022 4:00:00 AM",2022,361137.514694213,5015006.00274877
"47",34363,2022,"RAM","15","PICKUP","SIL",76000,"Wed","N","Old Barrhaven West","BARRHAVEN","Sector 16","12/22/2022 5:00:00 AM","12/22/2022 5:00:00 AM",2022,363327.878193144,5016726.44725903
"48",34364,2020,"DODG","DUR","CARRY","GRY",0,"Wed","Y","Old Barrhaven West","BARRHAVEN","Sector 16","1/19/2022 5:00:00 AM","1/19/2022 5:00:00 AM",2022,361192.679609087,5014912.73672308
"49",34365,2019,"TOYT","HIG","CARRY","BLK",50000,"Sat","N","Old Barrhaven West","BARRHAVEN","Sector 16","6/19/2022 4:00:00 AM","6/19/2022 4:00:00 AM",2022,361396.780674833,5014647.17676182
"50",34366,2019,"HOND","PIL","CARRY","WHI",0,"Wed","N","Old Barrhaven West","BARRHAVEN","Sector 16","6/16/2022 4:00:00 AM","6/16/2022 4:00:00 AM",2022,363914.882209699,5017155.45106492
"51",34367,2019,"TOYT","HIG","CARRY","BLK",0,"Sat","N","Old Barrhaven West","BARRHAVEN","Sector 16","7/2/2022 4:00:00 AM","7/2/2022 4:00:00 AM",2022,361241.729451322,5014854.72572753
"52",34368,2020,"HOND","CRV","CARRY","WHI",37000,"Thu","Y","Old Barrhaven West","BARRHAVEN","Sector 16","10/21/2022 4:00:00 AM","10/21/2022 4:00:00 AM",2022,361288.6316425,5014583.95677888
"53",34369,2020,"HOND","CRV","CARRY","BLK",45000,"Sun","Y","Old Barrhaven West","BARRHAVEN","Sector 16","8/1/2022 4:00:00 AM","7/31/2022 4:00:00 AM",2022,361675.256466621,5014389.10970389
"54",34370,2020,"HOND","UDY","CARRY","RED",0,"Fri","Y","Old Barrhaven West","BARRHAVEN","Sector 16","7/15/2022 4:00:00 AM","7/15/2022 4:00:00 AM",2022,361618.5715868,5014095.69467672
"55",34371,2021,"HOND","CRV","CARRY","GRY",0,"Fri","N","Old Barrhaven West","BARRHAVEN","Sector 16","7/15/2022 4:00:00 AM","7/15/2022 4:00:00 AM",2022,361784.272327079,5013955.13985837
"56",34372,2020,"TOYT","HIG","CARRY","GRY",0,"Sat","N","Old Barrhaven West","BARRHAVEN","Sector 16","10/9/2022 4:00:00 AM","10/9/2022 4:00:00 AM",2022,361179.450577674,5015089.94162393
"57",34373,2020,"HOND","UDY","CARRY","WHI",0,"Fri","Y","Old Barrhaven West","BARRHAVEN","Sector 16","7/15/2022 4:00:00 AM","7/15/2022 4:00:00 AM",2022,361675.256466621,5014389.10970389
"58",34374,2019,"TOYT","HIG","CARRY","WHI",55000,"Fri","Y","Old Barrhaven West","BARRHAVEN","Sector 16","9/24/2022 4:00:00 AM","9/24/2022 4:00:00 AM",2022,361469.494622799,5014690.45376793
"59",34375,2017,"HOND",NA,"4DR","BLK",18000,"Wed","N","Old Barrhaven West","BARRHAVEN","Sector 16","5/4/2022 4:00:00 AM","5/5/2022 4:00:00 AM",2022,361470.171670543,5014900.12274839
"60",34376,2020,"HOND","UDY","CARRY","GRY",0,"Tue","N","Old Barrhaven West","BARRHAVEN","Sector 16","8/16/2022 4:00:00 AM","8/16/2022 4:00:00 AM",2022,361371.949847276,5015147.16379063
"61",34377,2014,"INFI","QX6","CARRY","SIL",0,"Wed","N","Old Barrhaven West","BARRHAVEN","Sector 16","9/1/2022 4:00:00 AM","9/1/2022 4:00:00 AM",2022,361573.984513739,5013990.23879697
"62",34378,2019,"LEXS",NA,"CARRY","GRY",0,"Mon","N","Old Barrhaven West","BARRHAVEN","Sector 16","6/27/2022 4:00:00 AM","6/27/2022 4:00:00 AM",2022,361426.811659242,5014815.43973715
"63",34379,2018,"TOYT","HIG","CARRY","BLU",0,"Wed","N","Old Barrhaven West","BARRHAVEN","Sector 16","8/18/2022 4:00:00 AM","8/18/2022 4:00:00 AM",2022,361479.885630502,5015088.75153678
"64",34380,2021,"JEEP",NA,"CARRY","BLK",0,"Mon","N","Old Barrhaven West","BARRHAVEN","Sector 16","6/27/2022 4:00:00 AM","6/27/2022 4:00:00 AM",2022,361784.272327079,5013955.13985837
"65",34381,2021,"TOYT","TAC","PICKUP","BLK",60000,"Sat","N","Old Barrhaven West","BARRHAVEN","Sector 16","8/6/2022 4:00:00 AM","8/6/2022 4:00:00 AM",2022,363660.879188228,5016468.44542367
"66",34382,2018,"TOYT","HIG","CARRY","WHI",0,"Fri","Y","Old Barrhaven West","BARRHAVEN","Sector 16","6/24/2022 4:00:00 AM","6/24/2022 4:00:00 AM",2022,361637.147496416,5013962.88069863
"67",34383,2021,"DODG","DUR","CARRY","WHI",30000,"Fri","Y","Old Barrhaven West","BARRHAVEN","Sector 16","7/15/2022 4:00:00 AM","7/15/2022 4:00:00 AM",2022,361637.147496416,5013962.88069863
"68",34384,2005,"DODG","RPC","PICKUP","SIL",0,"Thu","N","Old Barrhaven West","BARRHAVEN","Sector 16","11/25/2022 5:00:00 AM","11/24/2022 5:00:00 AM",2022,361498.832733018,5014101.42888907
"69",34385,2021,"DODG","R15","PICKUP","BLK",65000,"Sun","Y","Old Barrhaven West","BARRHAVEN","Sector 16","3/12/2023 5:00:00 AM","3/12/2023 5:00:00 AM",2023,363023.874412571,5015824.43842995
"70",34386,2021,"JEEP",NA,"CARRY","BLK",0,"Tue","Y","Old Barrhaven West","BARRHAVEN","Sector 16","2/7/2023 5:00:00 AM","2/7/2023 5:00:00 AM",2023,361971.868600242,5015624.43547475
"71",34387,2022,"RAM","15","PICKUP","BLK",55000,"Sat","N","Old Barrhaven West","BARRHAVEN","Sector 16","3/12/2023 5:00:00 AM","3/11/2023 5:00:00 AM",2023,362705.871412812,5015215.43251318
"72",34388,2021,"JEEP",NA,"4DR","MRN",47000,"Mon","N","Old Barrhaven West","BARRHAVEN","Sector 16","1/17/2023 5:00:00 AM","1/17/2023 5:00:00 AM",2023,362173.867400134,5014413.42471944
"73",34389,2020,"JEEP",NA,"PICKUP","BLK",70000,"Mon","Y","Old Barrhaven West","BARRHAVEN","Sector 16","1/16/2023 5:00:00 AM","1/16/2023 5:00:00 AM",2023,362193.86630664,5014082.42177452
"74",34390,2019,"JEEP","WRG","CARRY","WHI",80000,"Mon","Y","Old Barrhaven West","BARRHAVEN","Sector 16","1/23/2023 5:00:00 AM","1/23/2023 5:00:00 AM",2023,361593.07460308,5014246.96862899
"75",34391,2021,"JEEP",NA,"CARRY","WHI",66000,"Tue","N","Old Barrhaven West","BARRHAVEN","Sector 16","2/7/2023 5:00:00 AM","2/7/2023 5:00:00 AM",2023,363351.877370066,5016468.4442903
"76",34392,2020,"TOYT",NA,"CARRY","GRY",0,"Thu","N","Old Barrhaven West","BARRHAVEN","Sector 16","5/4/2023 4:00:00 AM","5/4/2023 4:00:00 AM",2023,361704.866425155,5015606.43547826
"77",34393,2021,"TOYT","GZG","CARRY","BLK",50000,"Wed","Y","Old Barrhaven West","BARRHAVEN","Sector 16","5/3/2023 4:00:00 AM","5/3/2023 4:00:00 AM",2023,361924.865544617,5014595.42661163
"78",34394,2018,"CHRY","PAC","VAN","BLU",0,"Wed","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","8/29/2018 4:00:00 AM","8/29/2018 4:00:00 AM",2018,375006.918922177,5033567.57610127
"79",34395,2011,"NISS",NA,"2DR","BLK",0,"Sun","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","12/26/2018 5:00:00 AM","12/2/2018 5:00:00 AM",2018,374990.5168056,5033483.44347268
"80",34396,2006,"TOYT","YAR","2DR","BLU",0,"Tue","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","5/30/2018 4:00:00 AM","5/30/2018 4:00:00 AM",2018,375633.037676433,5033450.74221914
"81",34397,2009,"PONT","VIB","4DR","BLK",4000,"Thu","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","8/16/2018 4:00:00 AM","8/16/2018 4:00:00 AM",2018,375085.888084537,5033540.10571919
"82",34398,2007,"BMW","35I","2DR","GRY",0,"Tue","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","6/9/2018 4:00:00 AM","6/6/2018 4:00:00 AM",2018,374776.554981471,5034235.26660737
"83",34399,2011,"VOLK","GTI","4DR","GRY",0,"Mon","N","Rothwell Heights - Beacon Hill North","BEACON HILL-CYRVILLE","Sector 32","5/29/2018 4:00:00 AM","5/29/2018 4:00:00 AM",2018,375709.280365146,5034587.68860324
"84",34400,2018,"LEXS","NX30","4DR","GRY",0,"Thu","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","7/26/2019 4:00:00 AM","7/26/2019 4:00:00 AM",2019,374683.404799532,5033412.899093
"85",34401,2011,"HOND","CRV","CARRY","GRY",0,"Mon","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","10/29/2019 4:00:00 AM","10/28/2019 4:00:00 AM",2019,374525.916043809,5033929.57986277
"86",34402,2003,"HYUN","EST","4DR","RED",0,"Fri","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","1/9/2019 5:00:00 AM","1/4/2019 5:00:00 AM",2019,374167.913854839,5034311.58478247
"87",34403,2018,"TOYT","HIG","CARRY","WHI",46000,"Sat","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","7/14/2019 4:00:00 AM","7/14/2019 4:00:00 AM",2019,375089.918882425,5033696.57605117
"88",34404,2014,"TOYT","HIG","CARRY","WHI",29498,"Mon","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","7/8/2019 4:00:00 AM","7/8/2019 4:00:00 AM",2019,374683.404799532,5033412.899093
"89",34405,2018,"LEXS","NX30","4DR","GRY",0,"Thu","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","12/11/2020 5:00:00 AM","12/11/2020 5:00:00 AM",2020,374683.404799532,5033412.899093
"90",34406,2007,"CHEV",NA,"PICKUP","DGR",0,"Tue","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","1/21/2020 5:00:00 AM","1/21/2020 5:00:00 AM",2020,375089.918882425,5033696.57605117
"91",34407,2016,"HYUN","SFT","CARRY","GRY",0,"Tue","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","1/21/2020 5:00:00 AM","1/21/2020 5:00:00 AM",2020,375089.918882425,5033696.57605117
"92",34408,2007,"HOND","CIV","4DR","RED",0,"Sun","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","8/30/2020 4:00:00 AM","8/30/2020 4:00:00 AM",2020,375672.919650126,5034350.57973052
"93",34409,2011,"NISS","MAX","4DR","SIL",0,"Fri","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","10/3/2020 4:00:00 AM","10/2/2020 4:00:00 AM",2020,375633.037676433,5033450.74221914
"94",34410,2016,"TOYT","CAM","4DR","BLK",0,"Sat","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","4/18/2021 4:00:00 AM","4/18/2021 4:00:00 AM",2021,374800.018958591,5034070.35377479
"95",34411,2018,"TOYT","HIG","CARRY","BLK",0,"Thu","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","8/20/2021 4:00:00 AM","8/20/2021 4:00:00 AM",2021,374886.403950454,5033787.06284825
"96",34412,0,NA,NA,NA,NA,0,"Fri","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","9/26/2021 4:00:00 AM","9/24/2021 4:00:00 AM",2021,374891.917842482,5033959.57901759
"97",34413,2016,"HOND","CIV","4DR","BLU",0,"Wed","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","3/4/2021 5:00:00 AM","3/4/2021 5:00:00 AM",2021,375333.918850261,5034073.5789872
"98",34414,2018,"NISS","M3S","4DR","WHI",0,"Sat","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","4/18/2021 4:00:00 AM","4/17/2021 4:00:00 AM",2021,375333.918850261,5034073.5789872
"99",34415,2018,"FORD","F15","PICKUP","GRY",0,"Sat","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","5/15/2021 4:00:00 AM","5/16/2021 4:00:00 AM",2021,375672.919650126,5034350.57973052
"100",34416,2016,"HYUN","ELN","4DR","GRY",10000,"Tue","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","4/6/2021 4:00:00 AM","4/6/2021 4:00:00 AM",2021,374604.917881579,5033554.57692722
"101",34417,2008,"DODG","AVN","4DR","BLU",500,"Wed","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","5/12/2021 4:00:00 AM","5/5/2021 4:00:00 AM",2021,375537.9207245,5033652.57386108
"102",34418,2011,"KIA","RON","4DR","RED",10000,"Fri","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","8/1/2021 4:00:00 AM","7/31/2021 4:00:00 AM",2021,375590.920726251,5033963.57682723
"103",34419,2016,"NISS","JUK","CARRY","BLK",0,"Wed","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","7/28/2021 4:00:00 AM","7/28/2021 4:00:00 AM",2021,374530.916046103,5034137.58201319
"104",34420,2020,"TOYT","TAC","PICKUP","WHI",0,"Fri","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","8/20/2021 4:00:00 AM","8/20/2021 4:00:00 AM",2021,374167.913854839,5034311.58478247
"105",34421,2020,"FORD",NA,"PICKUP","BLK",0,"Sat","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","7/18/2021 4:00:00 AM","7/18/2021 4:00:00 AM",2021,374800.796213983,5033368.43155278
"106",34422,2017,"TOYT","HIG","4DR","BRN",0,"Thu","Y","Rothwell Heights - Beacon Hill North","BEACON HILL-CYRVILLE","Sector 32","3/11/2021 5:00:00 AM","3/11/2021 5:00:00 AM",2021,376125.919590373,5034852.58260694
"107",34423,0,"CAT","420D","OTHER","YEL",0,"Sat","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","7/11/2022 4:00:00 AM","7/9/2022 4:00:00 AM",2022,376223.920610797,5034599.57963412
"108",34424,2015,"LEXS","NXT","CARRY","GRY",0,"Thu","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","4/15/2022 4:00:00 AM","4/15/2022 4:00:00 AM",2022,375006.918922177,5033567.57610127
"109",34425,2013,"HYUN","SAN","CARRY","BLU",0,"Wed","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","1/6/2022 5:00:00 AM","1/6/2022 5:00:00 AM",2022,375537.411524086,5034206.89614603
"110",34426,2020,"LEXS","RX35",NA,"WHI",0,"Wed","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","6/2/2022 4:00:00 AM","6/1/2022 4:00:00 AM",2022,374955.918945237,5033813.57792893
"111",34427,2020,"HOND","UDY","CARRY","GRY",0,"Tue","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","6/29/2022 4:00:00 AM","6/29/2022 4:00:00 AM",2022,374925.917822219,5033886.5779626
"112",34428,2013,"FORD","ESP","CARRY","BLK",22000,"Wed","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","9/22/2022 4:00:00 AM","9/21/2022 4:00:00 AM",2022,375333.918850261,5034073.5789872
"113",34429,2006,"AUDI","AA4","4DR","RED",0,"Thu","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","4/23/2022 4:00:00 AM","4/21/2022 4:00:00 AM",2022,375537.9207245,5033652.57386108
"114",34430,2022,"FORD","EXP","OTHER","BLK",0,"Tue","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","11/23/2022 5:00:00 AM","11/23/2022 5:00:00 AM",2022,375590.920726251,5033963.57682723
"115",34431,2019,"GMC","SAV","VAN","WHI",0,"Sat","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","4/7/2022 4:00:00 AM","4/2/2022 4:00:00 AM",2022,375672.919650126,5034350.57973052
"116",34432,2019,"GMC","SAV","VAN","WHI",0,"Sat","N","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","4/7/2022 4:00:00 AM","4/2/2022 4:00:00 AM",2022,375672.919650126,5034350.57973052
"117",34433,2021,"TOYT","COR","4DR","WHI",0,"Sat","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","1/10/2022 5:00:00 AM","1/9/2022 5:00:00 AM",2022,374079.231769896,5034283.2323828
"118",34434,2019,"FORD","MUS","2DR","ONG",20000,"Fri","Y","Beacon Hill South - Cardinal Heights","BEACON HILL-CYRVILLE","Sector 32","11/25/2022 5:00:00 AM","11/26/2022 5:00:00 AM",2022,375848.919626545,5034514.58079239
