"","OBJECTID","Vehicle.Year","Vehicle.Make","Vehicle.Model","Vehicle.Style","Vehicle.Colour","Vehicle.Value","Weekday","Recovered","Neighbourhood","Ward","Sector","Reported.Date","Occurred.Date","Year","x","y"
"6376",40692,2021,"TOYT","4RN","CARRY","BLK",0,"Thu","Y","Old Barrhaven East","BARRHAVEN","Sector 16","5/4/2023 4:00:00 AM","5/4/2023 4:00:00 AM",2023,365791.788696255,5015511.08737465
"6377",40693,2016,"HOND","ODY","VAN","BLK",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","8/9/2018 4:00:00 AM","8/9/2018 4:00:00 AM",2018,375341.739188686,5020050.55018404
"6378",40694,2009,"TOYT","SNA","VAN","RED",8000,"Mon","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","1/9/2018 5:00:00 AM","1/9/2018 5:00:00 AM",2018,375507.927572342,5019745.63178191
"6379",40695,2018,"TORO","TX10","OTHER","RED",38000,"Sun","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/3/2018 4:00:00 AM","6/3/2018 4:00:00 AM",2018,373099.083726372,5019830.14914861
"6380",40696,2006,"FORD","F15","PICKUP","WHI",0,"Fri","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/2/2018 4:00:00 AM","11/2/2018 4:00:00 AM",2018,375523.735396893,5021225.11408406
"6381",40697,2006,NA,NA,NA,"BLK",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/7/2018 4:00:00 AM","6/7/2018 4:00:00 AM",2018,375523.735396893,5021225.11408406
"6382",40698,0,NA,NA,NA,"YELWHI",45000,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/6/2018 5:00:00 AM","3/2/2018 5:00:00 AM",2018,376069.071555303,5019646.26164392
"6383",40699,0,"CATE","277D",NA,"BLKYEL",0,"Tue","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/5/2018 4:00:00 AM","6/6/2018 4:00:00 AM",2018,375636.654258303,5019913.7652345
"6384",40700,0,NA,NA,NA,NA,0,"Tue","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/11/2018 4:00:00 AM","4/10/2018 4:00:00 AM",2018,376044.742180656,5019795.666355
"6385",40701,2001,"VOLK","JET","4DR","DGR",0,"Wed","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/11/2018 4:00:00 AM","3/28/2018 4:00:00 AM",2018,372981.159509945,5020080.9223827
"6386",40702,2019,"DODG","DUR","CARRY","WHI",0,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/13/2019 4:00:00 AM","6/13/2019 4:00:00 AM",2019,373500.273951804,5020420.28358312
"6387",40703,0,"JEEP","WRG","CARRY","BLK",0,"Sun","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","7/12/2019 4:00:00 AM","6/23/2019 4:00:00 AM",2019,373500.273951804,5020420.28358312
"6388",40704,2012,"LNDR",NA,"CARRY","WHI",0,"Wed","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","7/1/2019 4:00:00 AM","6/26/2019 4:00:00 AM",2019,373631.489747269,5020104.22143359
"6389",40705,2016,"BMW","528","4DR","SIL",0,"Sat","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","2/3/2019 5:00:00 AM","2/2/2019 5:00:00 AM",2019,375762.188162668,5021300.56736827
"6390",40706,2014,"MERZ",NA,"4DR","WHI",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","7/23/2019 4:00:00 AM","4/18/2019 4:00:00 AM",2019,375945.703336925,5021295.70199104
"6391",40707,2015,"CASE","580","OTHER","YEL",0,"Wed","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","2/28/2019 5:00:00 AM","2/27/2019 5:00:00 AM",2019,375858.457434154,5019070.14106449
"6392",40708,2011,"MAZD","MX3","4DR","GRY",0,"Sat","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/7/2020 4:00:00 AM","4/4/2020 4:00:00 AM",2020,372981.159509945,5020080.9223827
"6393",40709,2010,"DODG","CVN","VAN","GRY",0,"Tue","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","2/11/2020 5:00:00 AM","2/11/2020 5:00:00 AM",2020,375494.096250446,5020748.49005234
"6394",40710,2018,"HYUN","TUC","CARRY","WHI",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","7/30/2020 4:00:00 AM","7/30/2020 4:00:00 AM",2020,375572.918419793,5020551.55422172
"6395",40711,0,"NISS","ALT","4DR","RED",0,"Sun","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/6/2020 4:00:00 AM","4/6/2020 4:00:00 AM",2020,375895.742686336,5019799.58391137
"6396",40712,2018,"TOYT","HIG","CARRY","GRY",0,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/12/2021 5:00:00 AM","11/12/2021 5:00:00 AM",2021,375138.447236979,5020247.25614865
"6397",40713,2021,"JEEP","GCH","CARRY","BLU",69360,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/11/2021 5:00:00 AM","3/11/2021 5:00:00 AM",2021,374711.724301904,5019891.89327292
"6398",40714,2018,"TOYT","HIG","CARRY","WHI",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/18/2021 5:00:00 AM","11/18/2021 5:00:00 AM",2021,375740.261394453,5020425.83012254
"6399",40715,2016,"TOYT",NA,"CARRY","BLK",0,"Wed","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/17/2021 4:00:00 AM","3/17/2021 4:00:00 AM",2021,375740.261394453,5020425.83012254
"6400",40716,2018,"TOYT","HIG","CARRY","BLK",0,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/5/2021 5:00:00 AM","3/5/2021 5:00:00 AM",2021,375420.285582219,5019511.05526718
"6401",40717,2018,"TOYT","HIG",NA,NA,27000,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","10/1/2021 4:00:00 AM","10/1/2021 4:00:00 AM",2021,376111.515065617,5019721.63905859
"6402",40718,2017,"TOYT",NA,"CARRY","GRY",45000,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/12/2021 5:00:00 AM","11/12/2021 5:00:00 AM",2021,375452.207207332,5020221.66025412
"6403",40719,2007,"BMW",NA,"4DR","GRY",5000,"Mon","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/29/2021 5:00:00 AM","11/29/2021 5:00:00 AM",2021,375629.873195729,5020631.07118998
"6404",40720,2013,"TOYT","COA","4DR","WHI",7800,"Sat","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","2/7/2021 5:00:00 AM","2/6/2021 5:00:00 AM",2021,375681.916162421,5020157.42435133
"6405",40721,2021,"JOHN","590","OTHER","BRN",0,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","10/1/2021 4:00:00 AM","9/17/2021 4:00:00 AM",2021,376069.071555303,5019646.26164392
"6406",40722,2019,"TOYT","HIG","CARRY","GRY",0,"Sun","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","10/17/2021 4:00:00 AM","10/17/2021 4:00:00 AM",2021,374081.208512625,5019544.32345657
"6407",40723,2018,"TOYT","RUN","CARRY","GRY",0,"Mon","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/9/2021 5:00:00 AM","3/9/2021 5:00:00 AM",2021,374017.663627554,5019683.45850489
"6408",40724,2018,"TOYT","HIG","CARRY","BLK",0,"Wed","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","9/29/2021 4:00:00 AM","9/29/2021 4:00:00 AM",2021,376017.09316606,5019870.04081886
"6409",40725,2020,"LEXS",NA,"CARRY","WHI",70000,"Sat","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/3/2021 4:00:00 AM","4/3/2021 4:00:00 AM",2021,375286.94941357,5020477.76512892
"6410",40726,2017,"LEXS","RX5","CARRY","GRY",0,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/3/2021 4:00:00 AM","4/3/2021 4:00:00 AM",2021,375779.328217098,5019996.87540593
"6411",40727,2020,"TOYT","SIE","VAN","BLK",0,"Wed","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/28/2021 4:00:00 AM","4/28/2021 4:00:00 AM",2021,375775.521874171,5021103.54250573
"6412",40728,2021,"AUDI","AQ3","CARRY","WHI",0,"Tue","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/23/2021 5:00:00 AM","11/23/2021 5:00:00 AM",2021,375847.665238119,5020458.9591184
"6413",40729,2021,"HOND","CRV","CARRY","BLK",0,"Wed","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/23/2022 4:00:00 AM","6/23/2022 4:00:00 AM",2022,375296.94834258,5020629.8371934
"6414",40730,2021,"BMW","M4S","2DR","BLK",0,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","10/15/2022 4:00:00 AM","10/15/2022 4:00:00 AM",2022,375964.7055754,5019842.65644213
"6415",40731,2021,NA,"150","PICKUP","BLK",0,"Sat","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/12/2022 5:00:00 AM","11/12/2022 5:00:00 AM",2022,374359.924019334,5020968.71328478
"6416",40732,2021,"RAM","DUR","PICKUP","BLU",0,"Sat","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/12/2022 5:00:00 AM","11/12/2022 5:00:00 AM",2022,375304.110223878,5020767.11011503
"6417",40733,2019,"DODG","DUR","CARRY","GRY",0,"Fri","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","7/29/2022 4:00:00 AM","7/29/2022 4:00:00 AM",2022,374711.724301904,5019891.89327292
"6418",40734,2019,"BMW","7CX","4DR","BLK",0,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","12/22/2022 5:00:00 AM","12/22/2022 5:00:00 AM",2022,375412.196367445,5019050.1937666
"6419",40735,2019,"TOYT","HIG","CARRY","WHI",40000,"Wed","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/23/2022 4:00:00 AM","6/23/2022 4:00:00 AM",2022,375138.447236979,5020247.25614865
"6420",40736,2021,"HOND","CRV","CARRY","BLK",25000,"Wed","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/23/2022 4:00:00 AM","6/22/2022 4:00:00 AM",2022,374783.070312128,5020321.57017435
"6421",40737,2020,"TOYT","HIG","CARRY","BLK",50000,"Fri","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","12/2/2022 5:00:00 AM","12/2/2022 5:00:00 AM",2022,374424.602443222,5019905.15247128
"6422",40738,2020,"TOYT","TAC","PICKUP","GRY",45000,"Sat","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","8/27/2022 4:00:00 AM","8/27/2022 4:00:00 AM",2022,374911.689532739,5020399.4572408
"6423",40739,2021,"TOYT","TAC","PICKUP","GRY",60000,"Sat","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","8/27/2022 4:00:00 AM","8/27/2022 4:00:00 AM",2022,374911.689532739,5020399.4572408
"6424",40740,2021,"HOND","CRV","CARRY","GRY",0,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","5/30/2022 4:00:00 AM","5/27/2022 4:00:00 AM",2022,375638.86721575,5020725.83828868
"6425",40741,2020,"JEEP","GCK","CARRY","WHI",0,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/29/2022 4:00:00 AM","4/29/2022 4:00:00 AM",2022,376004.100202321,5019154.70631046
"6426",40742,2020,"ACUR","RDX","CARRY","GRY",0,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","7/15/2022 4:00:00 AM","7/15/2022 4:00:00 AM",2022,374712.619683376,5020690.67159044
"6427",40743,0,"LEXS",NA,NA,"SIL",0,"Tue","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/29/2022 5:00:00 AM","11/29/2022 5:00:00 AM",2022,372994.101839531,5019766.70841476
"6428",40744,2018,"TOYT","HIG","CARRY","BLK",0,"Tue","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/26/2022 4:00:00 AM","4/26/2022 4:00:00 AM",2022,374855.430300457,5020172.53242847
"6429",40745,2021,"TOYT","HIG",NA,"GRY",60000,"Wed","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/30/2022 5:00:00 AM","11/30/2022 5:00:00 AM",2022,374293.150368789,5019657.58148249
"6430",40746,2019,"TOYT","HIG","CARRY","WHI",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","7/15/2022 4:00:00 AM","7/15/2022 4:00:00 AM",2022,374712.619683376,5020690.67159044
"6431",40747,2006,"HOND",NA,"4DR","GRY",0,"Sun","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","8/21/2022 4:00:00 AM","8/21/2022 4:00:00 AM",2022,375939.793898011,5019500.07508333
"6432",40748,2017,"TOYT","HIG","CAMP","BLK",0,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","7/15/2022 4:00:00 AM","7/15/2022 4:00:00 AM",2022,374614.862281406,5020853.91197696
"6433",40749,2018,"TOYT","HIG","CARRY","RED",0,"Tue","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/26/2022 4:00:00 AM","4/26/2022 4:00:00 AM",2022,375636.654258303,5019913.7652345
"6434",40750,2020,"HOND","UDY","CARRY","GRY",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/23/2022 4:00:00 AM","6/23/2022 4:00:00 AM",2022,374716.672554791,5020249.20326464
"6435",40751,2019,"HOND",NA,"CARRY","BLK",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/23/2022 4:00:00 AM","6/23/2022 4:00:00 AM",2022,374716.672554791,5020249.20326464
"6436",40752,2021,"HOND","PIL","CARRY","WHI",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/23/2022 4:00:00 AM","6/23/2022 4:00:00 AM",2022,374716.672554791,5020249.20326464
"6437",40753,2019,"LEXS","RX5","CARRY","BRN",0,"Tue","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","1/6/2022 5:00:00 AM","1/5/2022 5:00:00 AM",2022,374581.084352723,5019641.22232947
"6438",40754,2008,"HOND","ACC","4DR","BLK",0,"Tue","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/30/2022 4:00:00 AM","2/9/2022 5:00:00 AM",2022,374262.044377135,5019731.29249808
"6439",40755,2019,"TOYT","HIG","CARRY","BLU",0,"Sat","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","1/2/2022 5:00:00 AM","1/1/2022 5:00:00 AM",2021,375218.148346589,5019916.58336578
"6440",40756,2018,"TOYT","RUN","CARRY","BLK",0,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/16/2022 4:00:00 AM","6/16/2022 4:00:00 AM",2022,374139.936376475,5019402.08956338
"6441",40757,2020,"LEXS",NA,"CARRY","WHI",0,"Mon","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/28/2022 4:00:00 AM","3/28/2022 4:00:00 AM",2022,374477.622468565,5019490.04043652
"6442",40758,2017,"LEXS",NA,"CARRY","SIL",50000,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/16/2022 4:00:00 AM","6/16/2022 4:00:00 AM",2022,375507.927572342,5019745.63178191
"6443",40759,0,NA,NA,NA,"GRYWHI",180000,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","9/2/2022 4:00:00 AM","9/2/2022 4:00:00 AM",2022,374149.999378768,5019584.9733574
"6444",40760,0,"CROW","CT3",NA,"SIL",15000,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","9/2/2022 4:00:00 AM","9/2/2022 4:00:00 AM",2022,374149.999378768,5019584.9733574
"6445",40761,2017,"TOYT","HIG","CARRY","BLK",0,"Wed","N","Findlay Creek","OSGOODE","Sector 35","1/5/2022 5:00:00 AM","1/5/2022 5:00:00 AM",2022,376090.111258563,5021200.8981694
"6446",40762,2022,"HOND","UDY","CARRY","WHI",0,"Sun","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","9/12/2022 4:00:00 AM","9/12/2022 4:00:00 AM",2022,375964.7055754,5019842.65644213
"6447",40763,2006,"HOND","CIV","2DR","BGE",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","12/8/2022 5:00:00 AM","12/8/2022 5:00:00 AM",2022,373992.627427139,5019316.29036842
"6448",40764,2022,"RAM","DUR","PICKUP","BLK",0,"Sat","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","12/10/2022 5:00:00 AM","12/10/2022 5:00:00 AM",2022,375835.485987988,5021000.1979157
"6449",40765,2021,"JEEP","JJG","PICKUP","PLE",0,"Mon","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/8/2022 5:00:00 AM","11/7/2022 5:00:00 AM",2022,375681.916162421,5020157.42435133
"6450",40766,2021,"JEEP","GCK","CARRY","BLK",0,"Wed","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","10/13/2022 4:00:00 AM","10/12/2022 4:00:00 AM",2022,375104.766492592,5020647.44320776
"6451",40767,2020,"TOYT","TAC","PICKUP","BLK",50000,"Fri","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","8/27/2022 4:00:00 AM","8/26/2022 4:00:00 AM",2022,375104.766492592,5020647.44320776
"6452",40768,2018,"TOYT","HIG","CARRY","BLK",0,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","4/29/2022 4:00:00 AM","4/29/2022 4:00:00 AM",2022,375296.94834258,5020629.8371934
"6453",40769,2021,"TOYT","TAC","PICKUP","GRY",45000,"Thu","Y","Findlay Creek","OSGOODE","Sector 35","12/15/2022 5:00:00 AM","12/15/2022 5:00:00 AM",2022,376052.805243011,5021265.98605548
"6454",40770,2020,"LEXS",NA,"CARRY","WHI",50000,"Sat","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","11/27/2022 5:00:00 AM","11/27/2022 5:00:00 AM",2022,375296.94834258,5020629.8371934
"6455",40771,2022,"LNDR",NA,"CARRY","WHI",100000,"Wed","N","Findlay Creek","OSGOODE","Sector 35","9/28/2022 4:00:00 AM","9/28/2022 4:00:00 AM",2022,376112.410820157,5021162.22297049
"6456",40772,2019,"TOYT","HIG","CARRY","BLK",0,"Wed","N","Findlay Creek","OSGOODE","Sector 35","1/5/2022 5:00:00 AM","1/5/2022 5:00:00 AM",2022,376188.255051143,5021347.67413581
"6457",40773,2022,"HOND","PIL","CARRY","WHI",0,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","6/23/2022 4:00:00 AM","6/23/2022 4:00:00 AM",2022,375360.511319426,5020668.63117662
"6458",40774,2022,"JEEP","GLAD","PICKUP","DGR",74000,"Mon","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","12/5/2022 5:00:00 AM","12/5/2022 5:00:00 AM",2022,374072.651531933,5019362.89938474
"6459",40775,2019,"TOYT","HIG","CARRY","WHI",0,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","7/21/2022 4:00:00 AM","7/21/2022 4:00:00 AM",2022,373987.366650291,5019752.08838355
"6460",40776,2019,"HINO","HIN","TRACT","WHI",0,"Fri","Y","Findlay Creek","OSGOODE","Sector 35","3/18/2022 4:00:00 AM","3/18/2022 4:00:00 AM",2022,374010.216417599,5019207.54049826
"6461",40777,0,"DEER","4720",NA,"DGR",0,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","10/7/2022 4:00:00 AM","10/6/2022 4:00:00 AM",2022,375014.705021509,5021098.44164237
"6462",40778,2022,"HOND","CRV","CARRY","WHI",0,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/17/2023 4:00:00 AM","3/17/2023 4:00:00 AM",2023,376023.181287191,5019499.18046372
"6463",40779,2021,"HOND","UDY","CARRY","WHI",0,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/17/2023 4:00:00 AM","3/17/2023 4:00:00 AM",2023,376017.09316606,5019870.04081886
"6464",40780,2021,"GMC","YUK","CARRY","BLK",80000,"Tue","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","1/3/2023 5:00:00 AM","1/3/2023 5:00:00 AM",2023,375304.110223878,5020767.11011503
"6465",40781,2022,"DODG","R15","PICKUP","BLK",60000,"Mon","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/13/2023 4:00:00 AM","3/13/2023 4:00:00 AM",2023,374049.19640155,5019612.35443981
"6466",40782,2023,NA,NA,"PICKUP","BLK",150000,"Thu","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","2/2/2023 5:00:00 AM","2/2/2023 5:00:00 AM",2023,374230.764373469,5019805.41545403
"6467",40783,2022,"DODG",NA,"PICKUP","BLU",0,"Fri","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","1/20/2023 5:00:00 AM","1/20/2023 5:00:00 AM",2023,374223.295575982,5019618.00839912
"6468",40784,2021,"LNDR","RSP","CARRY","BLK",0,"Sun","N","Findlay Creek","OSGOODE","Sector 35","4/10/2023 4:00:00 AM","4/10/2023 4:00:00 AM",2023,376112.410820157,5021162.22297049
"6469",40785,2020,"DODG","R15","PICKUP","BLK",0,"Tue","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","2/21/2023 5:00:00 AM","2/21/2023 5:00:00 AM",2023,374054.451539362,5019793.51330695
"6470",40786,2018,"HOND","ULX","4DR","BLU",0,"Thu","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","3/30/2023 4:00:00 AM","3/30/2023 4:00:00 AM",2023,375934.754354024,5019113.27807349
"6471",40787,2019,"CHEV","SIL","PICKUP","BLK",0,"Fri","Y","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","2/3/2023 5:00:00 AM","2/3/2023 5:00:00 AM",2023,374655.072650524,5020570.94743273
"6472",40788,2019,"NISS",NA,"CARRY","BLK",0,"Tue","N","Findlay Creek","GLOUCESTER-SOUTH NEPEAN","Sector 35","5/2/2023 4:00:00 AM","5/2/2023 4:00:00 AM",2023,373987.366650291,5019752.08838355
"6473",40789,2016,"BMW","20X","4DR","RED",0,"Wed","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","2/8/2018 5:00:00 AM","2/7/2018 5:00:00 AM",2018,365895.896123512,5024646.51570558
"6474",40790,2017,"KIA","RIO","4DR","WHI",0,"Thu","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","11/27/2018 5:00:00 AM","9/27/2018 4:00:00 AM",2018,365895.896123512,5024646.51570558
"6475",40791,2005,"MAZD","M3","4DR","ONG",0,"Thu","N","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","12/19/2018 5:00:00 AM","12/14/2018 5:00:00 AM",2018,366124.091996779,5024894.49716668
"6476",40792,2008,"ACUR",NA,"4DR","BLK",0,"Wed","N","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","5/16/2018 4:00:00 AM","5/16/2018 4:00:00 AM",2018,366124.091996779,5024894.49716668
"6477",40793,2015,"HYUN","ELN","4DR","BLK",10000,"Fri","N","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","6/16/2019 4:00:00 AM","6/14/2019 4:00:00 AM",2019,366417.230023715,5024944.2348557
"6478",40794,2018,"HOND","CRV","CARRY","WHI",0,"Mon","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","9/17/2019 4:00:00 AM","9/17/2019 4:00:00 AM",2019,366577.322317726,5025042.91356192
"6479",40795,2017,"FORD","SPE","CARRY","WHI",0,"Wed","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","9/26/2019 4:00:00 AM","9/26/2019 4:00:00 AM",2019,366124.091996779,5024894.49716668
"6480",40796,2010,"MAZD","M3","4DR","RED",0,"Tue","N","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","2/27/2019 5:00:00 AM","2/26/2019 5:00:00 AM",2019,365103.653112748,5024006.82235585
"6481",40797,2019,"KIA","OPT","4DR","BLK",0,"Fri","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","7/26/2019 4:00:00 AM","7/26/2019 4:00:00 AM",2019,366124.091996779,5024894.49716668
"6482",40798,2008,"DODG","CVN","VAN","DBL",0,"Thu","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","11/21/2019 5:00:00 AM","11/21/2019 5:00:00 AM",2019,365205.122171046,5024342.96980818
"6483",40799,2008,"FORD","FOC","4DR","BLU",0,"Thu","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","3/7/2019 5:00:00 AM","3/7/2019 5:00:00 AM",2019,365103.653112748,5024006.82235585
"6484",40800,2015,"MERZ","250","4DR","BLK",0,"Mon","N","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","8/31/2020 4:00:00 AM","8/31/2020 4:00:00 AM",2020,366417.230023715,5024944.2348557
"6485",40801,2019,"VOLK","GOL","4DR","BLK",0,"Sat","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","10/24/2020 4:00:00 AM","10/24/2020 4:00:00 AM",2020,366417.230023715,5024944.2348557
"6486",40802,2019,"MERZ",NA,"4DR","WHI",0,"Mon","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","8/27/2020 4:00:00 AM","8/10/2020 4:00:00 AM",2020,365103.653112748,5024006.82235585
"6487",40803,2007,"HOND","CIV","4DR","BLU",0,"Sat","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","12/13/2020 5:00:00 AM","12/12/2020 5:00:00 AM",2020,365103.653112748,5024006.82235585
"6488",40804,2016,"JEEP",NA,"CARRY","GRY",10000,"Fri","Y","Parkwood Hills - Stewart Farm","KNOXDALE-MERIVALE","Sector 17","12/26/2020 5:00:00 AM","12/25/2020 5:00:00 AM",2020,365103.653112748,5024006.82235585
